,scrapped_jobs,official_match_title,distance
687,Postdoctoral Fellow,"Physics Teachers, Postsecondary",148.30154
688,Postdoctoral Fellow,"Computer Science Teachers, Postsecondary",148.4902
689,Postdoctoral Fellow,"Biological Science Teachers, Postsecondary",148.61963
690,"Science & Technology Researchers, Engineers & Managers",Materials Scientists,144.26859
691,"Science & Technology Researchers, Engineers & Managers",Physicists,144.75
692,"Science & Technology Researchers, Engineers & Managers",Telecommunications Engineering Specialists,151.2653
693,"Science & Technology Researchers, Engineers & Managers",Forensic Science Technicians,156.5245
694,"Science & Technology Researchers, Engineers & Managers",Astronomers,157.8595
695,"Science & Technology Researchers, Engineers & Managers",Web Administrators,166.6119
696,"Science & Technology Researchers, Engineers & Managers",Statisticians,168.42514
697,"Science & Technology Researchers, Engineers & Managers",Biostatisticians,170.72566
698,"Science & Technology Researchers, Engineers & Managers",Nanosystems Engineers,172.26642
699,"Science & Technology Researchers, Engineers & Managers",Web Developers,175.73965
700,Diamond Quantum Expert,Freight Forwarders,281.80875
701,Diamond Quantum Expert,Environmental Compliance Inspectors,284.5312
702,Diamond Quantum Expert,Aerospace Engineers,285.83554
703,Diamond Quantum Expert,Compliance Officers,286.38397
704,Diamond Quantum Expert,"Shipping, Receiving, and Inventory Clerks",286.74454
705,Diamond Quantum Expert,Cargo and Freight Agents,288.95532
706,Diamond Quantum Expert,Document Management Specialists,289.27933
707,Diamond Quantum Expert,Security Managers,290.89178
708,Diamond Quantum Expert,Electrical Engineers,290.8937
709,Diamond Quantum Expert,Environmental Engineering Technologists and Technicians,291.36945
710,QAMSS SRI Coordinator and Business Developer,Materials Scientists,159.24606
711,QAMSS SRI Coordinator and Business Developer,Computer Network Architects,162.15085
712,QAMSS SRI Coordinator and Business Developer,Web Developers,162.31601
713,QAMSS SRI Coordinator and Business Developer,Astronomers,163.20474
714,QAMSS SRI Coordinator and Business Developer,Telecommunications Engineering Specialists,163.3624
715,QAMSS SRI Coordinator and Business Developer,Energy Auditors,164.85437
716,QAMSS SRI Coordinator and Business Developer,Survey Researchers,165.2213
717,QAMSS SRI Coordinator and Business Developer,Bioengineers and Biomedical Engineers,166.77533
718,QAMSS SRI Coordinator and Business Developer,Chief Sustainability Officers,168.42361
719,QAMSS SRI Coordinator and Business Developer,Bioinformatics Scientists,168.78406
720,Research Engineer / Researcher Position in Quantum Electronics H/F,Materials Scientists,78.73777
721,Research Engineer / Researcher Position in Quantum Electronics H/F,Astronomers,85.743126
722,Research Engineer / Researcher Position in Quantum Electronics H/F,Nanosystems Engineers,90.33504
723,Research Engineer / Researcher Position in Quantum Electronics H/F,"Agricultural Sciences Teachers, Postsecondary",96.05313
724,Research Engineer / Researcher Position in Quantum Electronics H/F,"Forestry and Conservation Science Teachers, Postsecondary",101.57385
725,Research Engineer / Researcher Position in Quantum Electronics H/F,Physicists,102.27032
726,Research Engineer / Researcher Position in Quantum Electronics H/F,"Health Specialties Teachers, Postsecondary",104.367935
727,Research Engineer / Researcher Position in Quantum Electronics H/F,"Computer Science Teachers, Postsecondary",105.02423
728,Research Engineer / Researcher Position in Quantum Electronics H/F,"Nursing Instructors and Teachers, Postsecondary",105.085014
729,Research Engineer / Researcher Position in Quantum Electronics H/F,"Chemistry Teachers, Postsecondary",105.37566
730,Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,Materials Scientists,136.14304
731,Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,Astronomers,153.6414
732,Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,Physicists,156.29245
733,Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,Telecommunications Engineering Specialists,159.88742
734,Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,Nanosystems Engineers,168.18027
735,Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,Molecular and Cellular Biologists,169.87698
736,Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,Computer Network Architects,176.17197
737,Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,Statisticians,177.09264
738,Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,Biostatisticians,178.08156
739,Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,Remote Sensing Scientists and Technologists,179.12364
740,"Visiting Research Professor, Energetics of Quantum Technologies, Centre for Quantum Technologies",Astronomers,141.03044
741,"Visiting Research Professor, Energetics of Quantum Technologies, Centre for Quantum Technologies",Materials Scientists,143.83908
742,"Visiting Research Professor, Energetics of Quantum Technologies, Centre for Quantum Technologies",Physicists,154.64046
743,"Visiting Research Professor, Energetics of Quantum Technologies, Centre for Quantum Technologies",Nanosystems Engineers,157.29333
744,"Visiting Research Professor, Energetics of Quantum Technologies, Centre for Quantum Technologies",Biostatisticians,178.36835
745,"Visiting Research Professor, Energetics of Quantum Technologies, Centre for Quantum Technologies","Agricultural Sciences Teachers, Postsecondary",179.26266
746,"Visiting Research Professor, Energetics of Quantum Technologies, Centre for Quantum Technologies",Survey Researchers,180.40344
747,"Visiting Research Professor, Energetics of Quantum Technologies, Centre for Quantum Technologies",Bioinformatics Scientists,181.7352
748,"Visiting Research Professor, Energetics of Quantum Technologies, Centre for Quantum Technologies",Atmospheric and Space Scientists,182.89885
749,"Visiting Research Professor, Energetics of Quantum Technologies, Centre for Quantum Technologies",Remote Sensing Scientists and Technologists,183.13193
750,PHD Student,Astronomers,263.67413
751,PHD Student,Physicists,264.5153
752,PHD Student,"Art, Drama, and Music Teachers, Postsecondary",268.34308
753,PHD Student,Epidemiologists,268.38837
754,PHD Student,"Foreign Language and Literature Teachers, Postsecondary",270.87054
755,PHD Student,"Anthropology and Archeology Teachers, Postsecondary",271.17023
756,PHD Student,"Engineering Teachers, Postsecondary",272.14673
757,PHD Student,"Geography Teachers, Postsecondary",273.19043
758,PHD Student,Biochemists and Biophysicists,274.03842
759,PHD Student,"Architecture Teachers, Postsecondary",274.12164
760,Quantum Computing Research Scientist,Web Developers,125.911385
761,Quantum Computing Research Scientist,Search Marketing Strategists,136.23985
762,Quantum Computing Research Scientist,Energy Auditors,139.48264
763,Quantum Computing Research Scientist,Telecommunications Engineering Specialists,140.29742
764,Quantum Computing Research Scientist,Investment Fund Managers,142.53455
765,Quantum Computing Research Scientist,Computer and Information Research Scientists,147.7633
766,Quantum Computing Research Scientist,Computer Network Architects,148.58438
767,Quantum Computing Research Scientist,Financial Managers,148.66571
768,Quantum Computing Research Scientist,Financial Risk Specialists,150.75964
769,Quantum Computing Research Scientist,Web Administrators,150.80719
770,Deep Learning for Healthcare- Student Position- Research Lab,Materials Scientists,109.3843
771,Deep Learning for Healthcare- Student Position- Research Lab,"Computer Science Teachers, Postsecondary",115.37674
772,Deep Learning for Healthcare- Student Position- Research Lab,"Agricultural Sciences Teachers, Postsecondary",116.85572
773,Deep Learning for Healthcare- Student Position- Research Lab,"Forestry and Conservation Science Teachers, Postsecondary",119.54384
774,Deep Learning for Healthcare- Student Position- Research Lab,"Engineering Teachers, Postsecondary",119.62069
775,Deep Learning for Healthcare- Student Position- Research Lab,"Psychology Teachers, Postsecondary",119.9209
776,Deep Learning for Healthcare- Student Position- Research Lab,Statisticians,120.51304
777,Deep Learning for Healthcare- Student Position- Research Lab,"Biological Science Teachers, Postsecondary",120.850685
778,Deep Learning for Healthcare- Student Position- Research Lab,"Geography Teachers, Postsecondary",120.86528
779,Deep Learning for Healthcare- Student Position- Research Lab,Astronomers,121.76564
780,Senior Research Scientist,Talent Directors,203.43591
781,Senior Research Scientist,"Art, Drama, and Music Teachers, Postsecondary",203.62473
782,Senior Research Scientist,Economists,209.56622
783,Senior Research Scientist,"English Language and Literature Teachers, Postsecondary",209.68248
784,Senior Research Scientist,"Architecture Teachers, Postsecondary",210.59714
785,Senior Research Scientist,"Recreation and Fitness Studies Teachers, Postsecondary",211.65845
786,Senior Research Scientist,"Agricultural Sciences Teachers, Postsecondary",213.24765
787,Senior Research Scientist,"Engineering Teachers, Postsecondary",213.47314
788,Senior Research Scientist,"Criminal Justice and Law Enforcement Teachers, Postsecondary",213.48846
789,Senior Research Scientist,"Psychology Teachers, Postsecondary",215.5192
790,PhD Position in Complex Fluids,Physicists,148.8877
791,PhD Position in Complex Fluids,Statisticians,165.5298
792,PhD Position in Complex Fluids,Materials Scientists,166.34798
793,PhD Position in Complex Fluids,Nanosystems Engineers,168.69118
794,PhD Position in Complex Fluids,"Geoscientists, Except Hydrologists and Geographers",168.92511
795,PhD Position in Complex Fluids,Telecommunications Engineering Specialists,172.69148
796,PhD Position in Complex Fluids,Remote Sensing Scientists and Technologists,172.73035
797,PhD Position in Complex Fluids,Quality Control Analysts,173.85898
798,PhD Position in Complex Fluids,Operations Research Analysts,174.43858
799,PhD Position in Complex Fluids,Astronomers,176.78062
800,Quantum Network Engineer,Photographic Process Workers and Processing Machine Operators,197.85278
801,Quantum Network Engineer,Shoe Machine Operators and Tenders,201.24417
802,Quantum Network Engineer,"Cutting and Slicing Machine Setters, Operators, and Tenders",202.08994
803,Quantum Network Engineer,Textile Bleaching and Dyeing Machine Operators and Tenders,205.88136
804,Quantum Network Engineer,Postal Service Mail Carriers,209.45976
805,Quantum Network Engineer,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",211.55348
806,Quantum Network Engineer,Food Cooking Machine Operators and Tenders,213.10568
807,Quantum Network Engineer,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",214.31042
808,Quantum Network Engineer,Laundry and Dry-Cleaning Workers,214.40442
809,Quantum Network Engineer,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",214.57999
810,Quantum SW Researcher: Circuit Synthesis and Compiler- Research Lab,Web Developers,189.0768
811,Quantum SW Researcher: Circuit Synthesis and Compiler- Research Lab,Database Administrators,206.12234
812,Quantum SW Researcher: Circuit Synthesis and Compiler- Research Lab,Telecommunications Engineering Specialists,211.9852
813,Quantum SW Researcher: Circuit Synthesis and Compiler- Research Lab,Bioinformatics Technicians,214.2175
814,Quantum SW Researcher: Circuit Synthesis and Compiler- Research Lab,Search Marketing Strategists,214.96066
815,Quantum SW Researcher: Circuit Synthesis and Compiler- Research Lab,Blockchain Engineers,215.81535
816,Quantum SW Researcher: Circuit Synthesis and Compiler- Research Lab,Materials Scientists,215.82788
817,Quantum SW Researcher: Circuit Synthesis and Compiler- Research Lab,Nanosystems Engineers,216.5474
818,Quantum SW Researcher: Circuit Synthesis and Compiler- Research Lab,Network and Computer Systems Administrators,217.03036
819,Quantum SW Researcher: Circuit Synthesis and Compiler- Research Lab,Biostatisticians,217.9531
820,Graduate-Student Research Assistant Position in Theoretical Quantum Materials,Astronomers,108.664276
821,Graduate-Student Research Assistant Position in Theoretical Quantum Materials,"Anthropology and Archeology Teachers, Postsecondary",126.82778
822,Graduate-Student Research Assistant Position in Theoretical Quantum Materials,"Forestry and Conservation Science Teachers, Postsecondary",128.43355
823,Graduate-Student Research Assistant Position in Theoretical Quantum Materials,"Agricultural Sciences Teachers, Postsecondary",130.36977
824,Graduate-Student Research Assistant Position in Theoretical Quantum Materials,"Architecture Teachers, Postsecondary",131.0488
825,Graduate-Student Research Assistant Position in Theoretical Quantum Materials,"Psychology Teachers, Postsecondary",131.31604
826,Graduate-Student Research Assistant Position in Theoretical Quantum Materials,Physicists,131.4365
827,Graduate-Student Research Assistant Position in Theoretical Quantum Materials,"Geography Teachers, Postsecondary",132.2095
828,Graduate-Student Research Assistant Position in Theoretical Quantum Materials,"Engineering Teachers, Postsecondary",133.80688
829,Graduate-Student Research Assistant Position in Theoretical Quantum Materials,Materials Scientists,134.81189
830,PhD position in Particle Physics (1.0 FTE),Physicists,186.00906
831,PhD position in Particle Physics (1.0 FTE),Forensic Science Technicians,198.26962
832,PhD position in Particle Physics (1.0 FTE),Materials Scientists,210.9144
833,PhD position in Particle Physics (1.0 FTE),Atmospheric and Space Scientists,211.53076
834,PhD position in Particle Physics (1.0 FTE),Astronomers,215.10368
835,PhD position in Particle Physics (1.0 FTE),Remote Sensing Scientists and Technologists,216.26291
836,PhD position in Particle Physics (1.0 FTE),"Geoscientists, Except Hydrologists and Geographers",219.28467
837,PhD position in Particle Physics (1.0 FTE),Nuclear Monitoring Technicians,220.95232
838,PhD position in Particle Physics (1.0 FTE),Fuel Cell Engineers,221.74112
839,PhD position in Particle Physics (1.0 FTE),Microsystems Engineers,222.18892
840,Quantum Sensing and Timing Researcher with Security Clearance,Loss Prevention Managers,197.34422
841,Quantum Sensing and Timing Researcher with Security Clearance,Training and Development Specialists,198.80988
842,Quantum Sensing and Timing Researcher with Security Clearance,First-Line Supervisors of Police and Detectives,201.39478
843,Quantum Sensing and Timing Researcher with Security Clearance,"Education Administrators, Kindergarten through Secondary",203.6944
844,Quantum Sensing and Timing Researcher with Security Clearance,Telecommunications Engineering Specialists,206.96414
845,Quantum Sensing and Timing Researcher with Security Clearance,Residential Advisors,207.01482
846,Quantum Sensing and Timing Researcher with Security Clearance,"Education and Childcare Administrators, Preschool and Daycare",208.14856
847,Quantum Sensing and Timing Researcher with Security Clearance,Medical and Health Services Managers,208.7864
848,Quantum Sensing and Timing Researcher with Security Clearance,Human Resources Managers,209.04095
849,Quantum Sensing and Timing Researcher with Security Clearance,Wind Energy Operations Managers,209.17801
850,Quantum Technologies Specialist,Security Managers,182.51282
851,Quantum Technologies Specialist,Loss Prevention Managers,183.61465
852,Quantum Technologies Specialist,Wind Energy Operations Managers,183.86343
853,Quantum Technologies Specialist,Energy Auditors,184.96457
854,Quantum Technologies Specialist,Compliance Managers,185.73582
855,Quantum Technologies Specialist,Financial Managers,193.5413
856,Quantum Technologies Specialist,General and Operations Managers,194.04216
857,Quantum Technologies Specialist,"Transportation, Storage, and Distribution Managers",194.79852
858,Quantum Technologies Specialist,Investment Fund Managers,196.74033
859,Quantum Technologies Specialist,"Education Administrators, Kindergarten through Secondary",197.94144
860,Postdoctoral Associate CY (Matthews),"Forestry and Conservation Science Teachers, Postsecondary",136.25797
861,Postdoctoral Associate CY (Matthews),"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",137.54434
862,Postdoctoral Associate CY (Matthews),"Geography Teachers, Postsecondary",138.50984
863,Postdoctoral Associate CY (Matthews),"Engineering Teachers, Postsecondary",138.63509
864,Postdoctoral Associate CY (Matthews),"Physics Teachers, Postsecondary",138.96463
865,Postdoctoral Associate CY (Matthews),"Biological Science Teachers, Postsecondary",139.69366
866,Postdoctoral Associate CY (Matthews),"Computer Science Teachers, Postsecondary",142.3836
867,Postdoctoral Associate CY (Matthews),"Agricultural Sciences Teachers, Postsecondary",143.42726
868,Postdoctoral Associate CY (Matthews),"Foreign Language and Literature Teachers, Postsecondary",148.17184
869,Postdoctoral Associate CY (Matthews),"Mathematical Science Teachers, Postsecondary",148.31459
870,Research Assistant,Biostatisticians,91.795815
871,Research Assistant,Statisticians,92.23967
872,Research Assistant,Blockchain Engineers,103.06546
873,Research Assistant,Telecommunications Engineering Specialists,103.61403
874,Research Assistant,Materials Scientists,104.99602
875,Research Assistant,Geographic Information Systems Technologists and Technicians,105.69705
876,Research Assistant,Database Administrators,108.27667
877,Research Assistant,Computer Systems Analysts,110.37892
878,Research Assistant,Computer Programmers,113.114365
879,Research Assistant,Nanosystems Engineers,113.167496
880,Research Associate,Chemical Technicians,147.2333
881,Research Associate,Materials Scientists,149.6828
882,Research Associate,Physicists,151.98715
883,Research Associate,Nanosystems Engineers,156.79544
884,Research Associate,Astronomers,169.8119
885,Research Associate,Quality Control Analysts,172.71248
886,Research Associate,Nanotechnology Engineering Technologists and Technicians,174.1485
887,Research Associate,Remote Sensing Scientists and Technologists,175.19199
888,Research Associate,Forensic Science Technicians,179.92902
889,Research Associate,Fuel Cell Engineers,180.53568
890,QAMSS SRI Coordinator and Business Developer,Materials Scientists,159.24606
891,QAMSS SRI Coordinator and Business Developer,Computer Network Architects,162.15085
892,QAMSS SRI Coordinator and Business Developer,Web Developers,162.31601
893,QAMSS SRI Coordinator and Business Developer,Astronomers,163.20474
894,QAMSS SRI Coordinator and Business Developer,Telecommunications Engineering Specialists,163.3624
895,QAMSS SRI Coordinator and Business Developer,Energy Auditors,164.85437
896,QAMSS SRI Coordinator and Business Developer,Survey Researchers,165.2213
897,QAMSS SRI Coordinator and Business Developer,Bioengineers and Biomedical Engineers,166.77533
898,QAMSS SRI Coordinator and Business Developer,Chief Sustainability Officers,168.42361
899,QAMSS SRI Coordinator and Business Developer,Bioinformatics Scientists,168.78406
900,Intern Tech Research & Development -6G,Wind Energy Operations Managers,223.93506
901,Intern Tech Research & Development -6G,Web Developers,225.66685
902,Intern Tech Research & Development -6G,Materials Scientists,237.48883
903,Intern Tech Research & Development -6G,Astronomers,237.8541
904,Intern Tech Research & Development -6G,Search Marketing Strategists,238.78348
905,Intern Tech Research & Development -6G,Energy Auditors,239.84875
906,Intern Tech Research & Development -6G,"Electronics Engineers, Except Computer",240.78122
907,Intern Tech Research & Development -6G,Nanosystems Engineers,241.28555
908,Intern Tech Research & Development -6G,Physicists,242.56024
909,Intern Tech Research & Development -6G,Mechanical Engineering Technologists and Technicians,245.70161
910,Innovation & Research Engineer,Search Marketing Strategists,153.93262
911,Innovation & Research Engineer,Web Developers,160.93336
912,Innovation & Research Engineer,Sustainability Specialists,163.86646
913,Innovation & Research Engineer,Financial Risk Specialists,164.6958
914,Innovation & Research Engineer,Market Research Analysts and Marketing Specialists,165.5934
915,Innovation & Research Engineer,Financial and Investment Analysts,165.7279
916,Innovation & Research Engineer,Business Continuity Planners,166.83176
917,Innovation & Research Engineer,Energy Auditors,166.87729
918,Innovation & Research Engineer,Economists,169.96904
919,Innovation & Research Engineer,Astronomers,169.97487
920,Research and laboratory technical positions for Ukrainian refugees,Microsystems Engineers,111.78659
921,Research and laboratory technical positions for Ukrainian refugees,Photonics Engineers,118.164276
922,Research and laboratory technical positions for Ukrainian refugees,Nanosystems Engineers,122.83595
923,Research and laboratory technical positions for Ukrainian refugees,Telecommunications Engineering Specialists,123.44526
924,Research and laboratory technical positions for Ukrainian refugees,Web Developers,124.15294
925,Research and laboratory technical positions for Ukrainian refugees,Statisticians,124.354836
926,Research and laboratory technical positions for Ukrainian refugees,Database Administrators,128.81216
927,Research and laboratory technical positions for Ukrainian refugees,Fuel Cell Engineers,131.55908
928,Research and laboratory technical positions for Ukrainian refugees,Mechatronics Engineers,131.5939
929,Research and laboratory technical positions for Ukrainian refugees,Robotics Engineers,132.03665
930,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Astronomers,139.9141
931,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Materials Scientists,144.00873
932,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Physicists,154.04135
933,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Nanosystems Engineers,159.27974
934,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies","Agricultural Sciences Teachers, Postsecondary",177.34033
935,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Biostatisticians,181.17432
936,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Bioinformatics Scientists,182.01086
937,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Survey Researchers,182.19809
938,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies","Forestry and Conservation Science Teachers, Postsecondary",183.14989
939,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Geneticists,183.29353
940,IBM Quantum Services Learning Strategist (Any Location in the US),Web Developers,187.09311
941,IBM Quantum Services Learning Strategist (Any Location in the US),Materials Scientists,190.27237
942,IBM Quantum Services Learning Strategist (Any Location in the US),Telecommunications Engineering Specialists,194.24327
943,IBM Quantum Services Learning Strategist (Any Location in the US),Database Administrators,195.31595
944,IBM Quantum Services Learning Strategist (Any Location in the US),Nanosystems Engineers,198.17163
945,IBM Quantum Services Learning Strategist (Any Location in the US),Biostatisticians,200.63074
946,IBM Quantum Services Learning Strategist (Any Location in the US),Blockchain Engineers,203.13235
947,IBM Quantum Services Learning Strategist (Any Location in the US),Physicists,204.08871
948,IBM Quantum Services Learning Strategist (Any Location in the US),Network and Computer Systems Administrators,204.99747
949,IBM Quantum Services Learning Strategist (Any Location in the US),Statisticians,206.28055
950,Content Designer Quantum (Remote),Web Developers,195.50705
951,Content Designer Quantum (Remote),Materials Scientists,202.49812
952,Content Designer Quantum (Remote),Telecommunications Engineering Specialists,207.63307
953,Content Designer Quantum (Remote),Nanosystems Engineers,210.80309
954,Content Designer Quantum (Remote),Database Administrators,212.86935
955,Content Designer Quantum (Remote),Biostatisticians,216.33505
956,Content Designer Quantum (Remote),Photonics Engineers,217.20999
957,Content Designer Quantum (Remote),Network and Computer Systems Administrators,219.0068
958,Content Designer Quantum (Remote),Microsystems Engineers,219.51923
959,Content Designer Quantum (Remote),Astronomers,220.46034
960,"Research Scientist, Life Cycle Assessment",Materials Scientists,178.72476
961,"Research Scientist, Life Cycle Assessment",Astronomers,181.5502
962,"Research Scientist, Life Cycle Assessment",Physicists,185.41533
963,"Research Scientist, Life Cycle Assessment",Bioinformatics Scientists,198.52333
964,"Research Scientist, Life Cycle Assessment",Energy Auditors,200.12488
965,"Research Scientist, Life Cycle Assessment",Nanosystems Engineers,203.35143
966,"Research Scientist, Life Cycle Assessment",Remote Sensing Scientists and Technologists,204.71246
967,"Research Scientist, Life Cycle Assessment",Geneticists,205.08536
968,"Research Scientist, Life Cycle Assessment",Forensic Science Technicians,206.44794
969,"Research Scientist, Life Cycle Assessment","Agricultural Sciences Teachers, Postsecondary",206.61761
970,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Web Developers,178.48592
971,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Materials Scientists,196.63916
972,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Telecommunications Engineering Specialists,197.99052
973,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Database Administrators,199.90929
974,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Biostatisticians,201.18005
975,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Nanosystems Engineers,202.75539
976,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Search Marketing Strategists,203.5812
977,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Bioinformatics Technicians,205.27376
978,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Astronomers,207.88995
979,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Network and Computer Systems Administrators,209.07637
980,"Manager, Ecosystem Builder",Economists,89.74589
981,"Manager, Ecosystem Builder",Public Relations Managers,99.33833
982,"Manager, Ecosystem Builder","Psychology Teachers, Postsecondary",99.36685
983,"Manager, Ecosystem Builder",Search Marketing Strategists,100.50159
984,"Manager, Ecosystem Builder","Compensation, Benefits, and Job Analysis Specialists",101.242035
985,"Manager, Ecosystem Builder","Anthropology and Archeology Teachers, Postsecondary",102.086716
986,"Manager, Ecosystem Builder","Economics Teachers, Postsecondary",102.18636
987,"Manager, Ecosystem Builder","Criminal Justice and Law Enforcement Teachers, Postsecondary",102.96069
988,"Manager, Ecosystem Builder","English Language and Literature Teachers, Postsecondary",103.16228
989,"Manager, Ecosystem Builder",Equal Opportunity Representatives and Officers,104.335846
990,"Research Scientist, Quantum Error Correction",Telecommunications Engineering Specialists,114.84526
991,"Research Scientist, Quantum Error Correction",Web Administrators,117.22704
992,"Research Scientist, Quantum Error Correction",Biostatisticians,120.16701
993,"Research Scientist, Quantum Error Correction",Database Administrators,123.36644
994,"Research Scientist, Quantum Error Correction",Computer Network Architects,123.69951
995,"Research Scientist, Quantum Error Correction",Web Developers,125.26535
996,"Research Scientist, Quantum Error Correction",Network and Computer Systems Administrators,125.62115
997,"Research Scientist, Quantum Error Correction",Statisticians,126.24102
998,"Research Scientist, Quantum Error Correction",Health Informatics Specialists,128.50409
999,"Research Scientist, Quantum Error Correction",Software Developers,132.41156
1000,General Application,Materials Scientists,140.82318
1001,General Application,Telecommunications Engineering Specialists,146.19727
1002,General Application,Web Developers,157.49588
1003,General Application,Nanosystems Engineers,158.52443
1004,General Application,Bioinformatics Scientists,160.56735
1005,General Application,Biostatisticians,160.9766
1006,General Application,Statisticians,161.49004
1007,General Application,Search Marketing Strategists,161.5323
1008,General Application,"Agricultural Sciences Teachers, Postsecondary",164.08145
1009,General Application,Computer Systems Analysts,164.10907
1010,Student Research Analyst,Architectural and Engineering Managers,151.71315
1011,Student Research Analyst,Construction Managers,153.25563
1012,Student Research Analyst,Compliance Managers,159.10039
1013,Student Research Analyst,Security Managers,159.6071
1014,Student Research Analyst,Quality Control Analysts,159.68857
1015,Student Research Analyst,"Transportation, Storage, and Distribution Managers",159.82066
1016,Student Research Analyst,Validation Engineers,160.56119
1017,Student Research Analyst,Automotive Engineers,161.37267
1018,Student Research Analyst,Food Service Managers,161.436
1019,Student Research Analyst,Emergency Management Directors,161.44191
1020,Applied Research Associate - FLARE (Emerging Technologies),Telecommunications Engineering Specialists,109.280304
1021,Applied Research Associate - FLARE (Emerging Technologies),Web Developers,115.85822
1022,Applied Research Associate - FLARE (Emerging Technologies),Nanosystems Engineers,116.48718
1023,Applied Research Associate - FLARE (Emerging Technologies),Statisticians,118.110306
1024,Applied Research Associate - FLARE (Emerging Technologies),Materials Scientists,123.3492
1025,Applied Research Associate - FLARE (Emerging Technologies),Biostatisticians,127.2521
1026,Applied Research Associate - FLARE (Emerging Technologies),Computer Network Architects,128.0889
1027,Applied Research Associate - FLARE (Emerging Technologies),Microsystems Engineers,129.88757
1028,Applied Research Associate - FLARE (Emerging Technologies),Bioinformatics Scientists,130.22989
1029,Applied Research Associate - FLARE (Emerging Technologies),Network and Computer Systems Administrators,130.5514
1030,Quantum Scientist with Security Clearance,Materials Scientists,130.41238
1031,Quantum Scientist with Security Clearance,Biostatisticians,137.03268
1032,Quantum Scientist with Security Clearance,Physicists,138.66858
1033,Quantum Scientist with Security Clearance,Astronomers,140.63593
1034,Quantum Scientist with Security Clearance,Bioinformatics Scientists,141.1955
1035,Quantum Scientist with Security Clearance,Forensic Science Technicians,144.90031
1036,Quantum Scientist with Security Clearance,Nanosystems Engineers,145.09991
1037,Quantum Scientist with Security Clearance,Telecommunications Engineering Specialists,146.5418
1038,Quantum Scientist with Security Clearance,Industrial-Organizational Psychologists,147.0694
1039,Quantum Scientist with Security Clearance,Social Science Research Assistants,147.94522
1040,Technology Research Analyst,Web Developers,92.7473
1041,Technology Research Analyst,Search Marketing Strategists,94.32071
1042,Technology Research Analyst,Telecommunications Engineering Specialists,100.28394
1043,Technology Research Analyst,Biostatisticians,110.806984
1044,Technology Research Analyst,Computer Network Architects,111.11789
1045,Technology Research Analyst,Statisticians,111.8564
1046,Technology Research Analyst,Energy Auditors,113.40895
1047,Technology Research Analyst,Clinical Data Managers,113.820465
1048,Technology Research Analyst,Bioinformatics Scientists,114.57556
1049,Technology Research Analyst,Business Intelligence Analysts,115.46327
1050,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Astronomers,141.03044
1051,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Materials Scientists,143.83908
1052,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Physicists,154.64046
1053,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Nanosystems Engineers,157.29333
1054,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Biostatisticians,178.36835
