,distance,number_of_the_match,official_code,official_job_name,matched_Unnamed: 0,matched_organization,matched_position,matched_link,matched_location,matched_date_added
337,206.89948,1,25-1054.00,"Physics Teachers, Postsecondary",337,Qblox,Junior Quantum Application Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mhhje7zyWamy-KYll0iFDPUDokgyJXScqSmlhtX1unZH4HP3sTW3_UmbCpy4NfeCZaAwX3ti836kMbyXQzQY_IKQaHMhFDVinFm0bqw51dUlfwbgCItBH7vfoFRIuzDKRHiSMCgVLQniOUyxYWiPNndA==,Netherlands; Delft,2022-06-25
338,110.89863,1,15-1299.08,Computer Systems Engineers/Architects,338,Qblox,Senior Embedded Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-miUmli414AYhCJ8gdOGtleZBkbQwidgHJKv2kDrMc1kURtJngv7XgHuU0AeOemm2V4FoR4CQu-nH1oEOVCu41UyM-gRnNXVIMLwuAjUMVtrmiYYAYT0aPQ_CXr7q6cfhNclzmHFI2ejPi1EgpxIAocuw==,Netherlands; Delft,2022-06-25
339,140.0603,1,15-1221.00,Computer and Information Research Scientists,339,Quantinuum,"Research Software Engineer, Quantum Algorithms (Cambridge)",https://jobs.quantumapalooza.com/u/BgAAAAABjS-myfw2DdUMefeEGX5Yw2h0hQk5iQdlrJ80HCS82ervShvOcf7aBB26wGggy9gQMhJozWPrgHcP3TNTUOGrSQBXAkdE76IUYFOD7pf08ryFOt_dE8scCwr_ierufSvI-v4DlDjkli9cImdC40ZXdFQed7w==,United Kingdom; Cambridge,2022-06-25
340,34.941372,1,15-1252.00,Software Developers,340,Quantum Circuits,Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m8IxDQ_ovrpNqvZKGgvZzGZ5OTt5n4ZsKkIBa-h71a9FhKMiQFEuVYbR7gE02v_ZP183rF5aXsIpMrSIDb5WuJPXPlE1PuVirW73HlmMv1omYOr1YiYkT15nrUZ45Ansso5AbVxeqrWP65jsHxcoGm8Q==,USA; Connecticut; New Haven,2022-06-25
341,146.48097,1,25-1032.00,"Engineering Teachers, Postsecondary",341,SandboxAQ,PhD Residency - Security Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nqePjIZrMNjThhkzYD6cuGKPwv_ee42Y1X5p8hbp2sUoarT-hVTc4VTAXy1d0iE6owgMt8vf1FLtrp4oH6jgBK1x85sAeO89sbmoOx3k1rzqgm8P_R4wdaYg1vGAoXhdJyEKO3pA-aeWN5owTlsKJ_lA==,USA; California; San Francisco,2022-06-25
342,33.92821,1,15-1251.00,Computer Programmers,342,Xairos,Computer Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-otnd29nMNEl6hRfISK-xAe9h0UMvJRN0VcZtYqL_Gh4V-vc-TtRAunXZ25nQD8b6TTx8ilVK469YtXxbaB0ZY-DsVDwczJhk5gfo1phEA_7_Y9Gg37cQ5lNUjjAeCasmfVldLS66i1SxpVxobShGuRcQ==,USA; Colorado; Denver,2022-06-25
343,103.96237,1,17-2199.07,Photonics Engineers,343,Xairos,Quantum Optics Lead,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ou0XZTtQAH9FAuDhJU67xps1KPHOOHUNT4AgOMudJANTSSxzM__KPwBtvXqrISD4ypxNu6e9AwdsUtj0DQ6odbuzMh1uBTtUZpJA0hoa2wWgXQfNIotGn4szL096feesZrBXXPw-ohm8COC1mQsvZYAQ==,USA; Colorado; Denver,2022-06-25
344,79.68327,1,15-1299.09,Information Technology Project Managers,344,Amazon Web Services (AWS),Sr. Product Manager Tech,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hxYehVkW6vdhhylwCiRwDJekox0YX8do9uEKuKiCdh4S69B79kzXfndtbI4fMQucglJnJ9jz4Q3HaK05ZCRZYxhMWRvlnaNMn9-_mqbh8aW1BUY05E4fwBX7VvkBMNzdy9uHvZX2KApEoat10ZFf7lHw==,USA; California; Pasadena,2022-06-24
345,134.55605,1,13-2011.00,Accountants and Auditors,345,Rigetti Computing,Senior Accountant,https://jobs.quantumapalooza.com/u/BgAAAAABjS-neSj-WSNPWwuVl5y7eXerFPEPsPFuLtQnIxLVSEqJQwMOZhQ10M5xoWpvBC_7gE4cH9CskTg3YJtJu_wdg9O2PZNv6KLcFbU2gxGnCPk4b3djvwvlcLpckYhoJwDPQB9zXC1obRdWrfH2tUGIUatlVfw==,USA; Remote,2022-06-24
346,53.338547,1,15-1244.00,Network and Computer Systems Administrators,346,D-Wave Government,Security and Network Administrator,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ieuCbC5dhQveYL2fFxdy-VIp5HllmcEIzTlUcs92nJEKiWlnBfPjg8SxK3TSL9Y8tH_v1RBpDHxAtnEb8XHXibIp3Eamo7Xm5X89KCfBNPYEpOpFDg1Ylculk5qz2VA0f7QSdJ-8qTk0Z98KjT3Bmb2w==,Canada; British Columbia; Burnaby,2022-06-22
347,97.88531,1,17-3012.00,Electrical and Electronics Drafters,347,Honeywell,Quantinuum - Sr. Advanced Electrical FPGA Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jo7UN9TvoNG3Rnp1XnHQlE_CC808DhmvzY8w76qPWZ6eQdOnTBxKegUKSbrp6PBPcHdPY89QKb2wbiL0OQPUKrgMOBD3Kdx1PHHBD7ogqDIaFp6Rdl7YdAA3B66021JujHS5XGStE1DHdT_MQN26WOYg==,USA; Colorado; Broomfield,2022-06-22
348,204.57375,1,29-2011.02,Cytotechnologists,348,IBM,"Software Developer - Quantum Compilation (Yorktown Heights, NY)",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kBoFk2iBr7WsCc18_NUR79GgK9y17CAt7uzJW0ABitI3ZioKK3IOKAQmIviI66t_Sabck185ZjfN_j9cdx2-eKPUOH90lAHpsHRGfX_II3n53beWW38QGyR-XXoeQtzmqHsJZoGfjkTHKH5Ch9qA6Z7Q==,USA; New York; Yorktown Heights,2022-06-22
349,175.18716,1,17-3026.01,Nanotechnology Engineering Technologists and Technicians,349,Toshiba,Industrial CASE PhD Studentship in Next Generation Quantum Communication Systems,https://jobs.quantumapalooza.com/u/BgAAAAABjS-oDr4k6fRosLwEBaC9LiC47daCvMY1r_8KcNhLyh2eip0i5ZofWCRBHPXDvwEnQ3AJDj6nkApEm_8fOu9sAEKpqUSNAp0A1Rj2iysqnsqhrWaK2uyJ1wnoLqcLbiY3iPqvmcUmTrxMftNiU-nhjfHE4_g==,United Kingdom; Cambridge,2022-06-21
350,79.85356,1,17-2199.07,Photonics Engineers,350,Corning,Research Scientist - Integrated Photonics,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iaEoE6TLvVzM9ligsHBO3u9G4bI6OOlNknbDsaQ-s6Vs9__T_XHr0UzK6YcOQc2DfvZnuI2O3hWYMS-0lB6_v13nAXJy3eIaRLcFEQRlc1XUfGFguTG4kB6TtwW9H0blxXoxkpZYlO8YuYwP3FLI2BjQ==,USA; New York; Painted Post,2022-06-19
351,165.0283,1,17-2199.05,Mechatronics Engineers,351,IonQ,"Lead Engineer, Quantum Error Correction",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kI1tYtthi75fpYCWLtQNgkX2Fn2PTZ73OF6SKzgdwJsY2xl968A-88HtqexFv22bWG-vHAsu96ffULGHsYIPR8hUZ-rHZj8jsi4lHajru_oGZ420-ZKcmeQ7eMjPg5F0h1uuqSPRwsS5ZYktm3dKIugw==,USA; Washington; Seattle,2022-06-19
352,172.08609,1,25-1054.00,"Physics Teachers, Postsecondary",352,IBM,"Research Scientist Plasma Processing Quantum (Yorktown Heights, NY)",https://jobs.quantumapalooza.com/u/BgAAAAABjS-j_wNKaIFN8pCi376x-Puov9aYcSIpWProqRXFHkPBsAkFLVaZWcszUj89UBmXixuesjyyTcioZe-bsSCuws-_9wwJpjZVI5H6VcKSHSgQ-2ncBifGfTB_udUahpXeigYE10X6VGwpHw0f0uJd59a1v1Q==,USA; New York; Yorktown Heights,2022-06-18
353,95.47641,1,17-2199.07,Photonics Engineers,353,Booz Allen Hamilton,Quantum Computing SME,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h_jf0ZHmSOCk93LwmdVekf1FNjEFnqxclWiAS1Px6I2ZnsA5GBdB5K5bxagFHKZ2GXrTjrb0x_fXvgCWvJyDMh1Uqrlva57fjvK04SkEit06rv08sN_jBVlsz-OKzju44QqnvNZ_OWQplYcsCYGDr6ig==,USA; Maryland; Bethesda,2022-06-16
354,145.79065,1,15-1221.00,Computer and Information Research Scientists,354,Q-CTRL Federal,Senior Quantum Sensing Embedded Hardware Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mcfZL5nPqVZPIPT2Q3uKh9Dyl1nMpoNfPRCGeHRt0v9BD6h2iyDCdwJ6pSafzjb3adktkSOt9Z7CrUpK9FkP1EzKl9Bjaoh9KKsvcq-u_uRJNtIX9FK-oJrehmbJMAeVBlMhAhn9vj4n6JGTVKKnZg6Q==,Australia; Sydney,2022-06-16
355,132.30035,1,17-3029.08,Photonics Technicians,355,QuEra Computing,Optical System Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nPrznnNAu0_XF2SpWrh3HtTCem7rh9olT6jvw3N6RrNajfA78yd7LCbnByT_JlAH6ZVXClkB4OkKAJigfKtU3ZY4a15KEqQYUbuntEUm328pZoAna4Wy1-c5ixBsF3TD4bm0WcDlslos22WGo42mIfgQ==,USA; Massachusetts; Boston,2022-06-16
356,122.66759,1,17-2199.06,Microsystems Engineers,356,Riverlane,Digital Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nhie7slPcu-vYGZC4qOMGi9cU10Yyv0xul3wNsRpssuF4BPySrEryTQzgcV5qnQpaVgaDZRxwUHU1dwNcuh2xSI8mJ7cGuhxfOvqx3Q4zk2Px8NLhsuTKUw5ko-13IHmDrLNnpUZIgn31K51tAl-ZCjw==,United Kingdom; Cambridge,2022-06-14
357,81.548065,1,11-3012.00,Administrative Services Managers,357,SandboxAQ,Administrative Business Partner,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nmRw2mxs_d-TfmP5g7lVdpOEErDCgoU29sxUhHev927UIB4xZSA5F9s10dYUQUQpjlLs0lr32zHv9q_zyQy_Ey2fJQOEwYqWEBgXgANAcKdJyjVPgAkUF28fnnb0Odocr2hAlKkw3XO0_d8aEvjyslYg==,USA; Remote,2022-06-13
358,136.44424,1,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",358,SandboxAQ,Pre-Sales Technical Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nrvM9hzx_N0IU59uW77OC8e06K-9_LFk2WMNRGbOcvU5JSXcCBjPjNYMjkjsJp1wXr-XEzdwjgg88RpP7bMYcbVzMSiEpJswP_k98qKlH5VGnUXBQBcRTucM1XQY-CdnIy38aG2RETJujDEnA0t1wZ0A==,USA; Remote,2022-06-13
359,148.0744,1,15-1299.09,Information Technology Project Managers,359,SandboxAQ,Senior Cloud & IT Systems Architect,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ns4PM3DFH3gGEa04MXWJwyqX77Ge2c1kENDCdYs8PZjfQHodXSrRvOLa4MEvXToBmKKyjGXy8Lg1S2SOHS7y0erLfh0_C-tf9_L64-3O21PoIEv_-aRNUuQO4H8jA2Aijninvt1UEVWWDlW7b10Ht3OA==,USA; Remote,2022-06-13
360,93.0064,1,13-1199.07,Security Management Specialists,360,SandboxAQ,Technical Security Consultant / Solutions Architect,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nt8Eky8EHfo_NnkRYoGPHv9Gnx_1Ifyc9YpgAMsF82M99ZLKEIJkICr1xPNsbvSWVy3UOiNdBHNsv3luWnz4zkWMp-fMmBtCPWC82ev8xcR8A_gtOrNrkj_nxoRKKhTfZ15Gg3q-hlLYbHL3f1-Gwmqg==,USA; Remote,2022-06-13
361,162.56702,1,17-2199.07,Photonics Engineers,361,Google,"Software Engineer III, Quantum Architecture",https://jobs.quantumapalooza.com/u/BgAAAAABjS-jRLNL8rjucwzy7Qt9S4MFGFdvVJKR3sB0j790LUGNZHLI7NneJq05kp1oCJw9OAJMP4Vj3Ou_kvZJJOz1RseJC2-IvoH3VDUpOX94REBRBkG4_-Lk6EyAk9vMJrztkhorRyDFssSG9_C1GsMIUoMOfzA==,USA; California; Santa Barbara,2022-06-10
362,110.58591,1,17-2199.05,Mechatronics Engineers,362,ColdQuanta,Embedded Labview Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iOyotZJr45yR2eLs3rBc8lDVKYuxjlT-T6SCUPgXUczYNZQoNjKyBkomukgvyyaLsCsCBlDFvX0xg4dAit1Q7hI-mtnY55D0pLo330Pf1RJm41mwPXntVrNgMdXGsievRIzi7prAsY2RR36tlci1TK_g==,USA; Colorado; Boulder,2022-06-08
363,18.007263,1,17-2141.00,Mechanical Engineers,363,ColdQuanta,Mechanical Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iQYgwhoCz8tTWrzD2tmZJeY-2LJFHicxqh3hcL9qdYxU6qYmFhTfShFo0LJlwPoms-A0b8Ba1xTkhuiYzPU7k_1FjHXsr8zScImKycBg5fKPk1ddULphe9XZaiPE1vFwnQIy3D7eL15ZYQQmLrrTS6vw==,USA; Colorado; Boulder,2022-06-04
364,87.355705,1,15-1252.00,Software Developers,364,ColdQuanta,Software Success Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iXbAoQQF0_SQO3bIPjy3Qdxd7T10z0Dg7aPH8Qq3fozyy54f9PP-zjNJlm4pcQPy1lT2Kp9-69fHRoK0Ytr6WvBY_c9WRJzG3PFb-lA4yYS9-QboBAYBraX3zDa5jS1QblQc4AzbfapNaN4YzBdh2kNA==,USA; Colorado; Boulder,2022-06-04
365,80.93062,1,11-2022.00,Sales Managers,365,Honeywell,Quantinuum - Sales Development Representative,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jl6mRdJ3SC7bO5ozIgfqHkxWaTc08PhHOC49fMJERmeQ-5_bFtoCF_d_kJIDJaca8gtQRh4j66k1d03Hj40_Sz-I4Nn39REYwT6hY387DAt2hYX2se3z4gEeLWAghkx6kcI4BXdCKZZ7xPAuGwPtOIHg==,USA; Colorado; Broomfield,2022-06-03
366,98.13234,1,13-1082.00,Project Management Specialists,366,SRI International,"Project & Operations Manager, QED-C",https://jobs.quantumapalooza.com/u/BgAAAAABjS-n8SDOSVvqXQIWTu4fViANXNHWHtfCWYYWeL9t-0jST1RdweOas6sb8o2yAtOVv1F4TXMLmXSW8orU1VwhsoroDk1tysWwT4ffNgVyxuLu8NIyCb2lvIs7ClhGKLKqHZIhPvRwoOyU6_nPp-oC1djWH-Q==,USA; Virginia; Arlington,2022-06-02
367,173.07211,1,29-2011.04,Histotechnologists,367,Google,"Quantum Research Scientist, High Performance Simulations",https://jobs.quantumapalooza.com/u/BgAAAAABjS-jJ6EhB9Hy0YvLPHoqY5sqpLLC4lLNwOH5q4pghfUXr96_lhTACA1goMnQLKDKT4Pi2MF3wUehYrfUEaegB9NnvcqdAHVvARELHf4S-Fa9mkeJtdvsBhZcBZoPHkuLV-rrd7Fy7EE-0yQwZbKm5HLtebg==,USA; California; Santa Barbara,2022-06-01
368,94.92235,1,13-2011.00,Accountants and Auditors,368,IonQ,"Senior Accountant, Financial Reporting",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kRYsqWlLvL0PF_bZrcbSRyvKJF994YAJfX2a6dEVmXz0V1HJssV04ZLazHvU7uYXepeVEq4Nppf-sjijf5HfOKLd8qGxgjyfFUAXP69o86Je8l2Evks1phx2RrslqUaI285-zBWOFVbUgugiLF1WUguA==,USA; Maryland; College Park,2022-06-01
369,147.04326,1,15-1299.08,Computer Systems Engineers/Architects,369,Riverlane,Senior Digital Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nkTnjKL470E0efOdWpt5bUvNo_9oilxekTQ2yO8rfdd97x1m7qLnn02Biy0pAwuXAOv6P2-lhItP6xIwHN3dCcL1hL_m77Htl1JgE9uZbz2UoTgwpO6_PmOxk3CAnsQgI7ocdnckGOBnaXoS10JUGs8A==,United Kingdom; Cambridge,2022-05-30
370,95.47641,1,17-2199.07,Photonics Engineers,370,Booz Allen Hamilton,Quantum Computing SME,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h-ZA58XM7R3yDVqsBWgDsPyBdmL0-gCA4fVkRg2WO6LlyeWN5TrIUbLra-MJizF22LmBSFLxUz8lhhwnXFRrPNzbkljb8FicdGb1h7Kww5UJwW0uR_CXRE9YP4HUQIhKKkjg7o87EkjMXJ0qlqCY0xXQ==,USA; Virginia; McLean,2022-05-29
371,161.32304,1,15-1299.09,Information Technology Project Managers,371,Google,"Head of Strategy, Quantum AI",https://jobs.quantumapalooza.com/u/BgAAAAABjS-i6EE5ZwAKXiXkzTFt7aL_tDNbGediSHFU8RwWVQsLLab0PAvDGoSvvU73xFcV2b0mHZJ8fsZST2dxpZYyy7bA_csPm-qZV7C9O5N3DTD1_V8g23YEiCU-SamaBcMcAyV2DqPIeKLcZN3o083g7XyFqqQ==,USA; California; Santa Barbara,2022-05-29
372,92.43262,1,11-1011.00,Chief Executives,372,Q-CTRL Federal,Senior Product Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mbjwMnrZzxJYV8bxZl8LfdYSsAyEcLk2FD_7LjrjF2qOfhxTnGcM51XlCBQBF_Cn_ZOARVhk-asrnJr-3vM7ew-mDwoibNTYC0ZNtuy0-Wz7ToZ5h1rp1hBpL8CbrxNMoAaI-AKVmzkmAbyGMGdGikqA==,USA; California; Santa Barbara,2022-05-29
373,166.61087,1,11-9199.01,Regulatory Affairs Managers,373,ColdQuanta,Vice President of Quantum Development,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iZL78Hzk4pR3-Xv4koQf517nkMMCZcGtE5OPD6jxcoTulHI4BOlkEhRcOj_fBIXQyp9KUO9aGTrXSj8CBgDcdI75Mge43Wb5Q2GokvX7TYMznqqMZCPus3L2p96Gwmt4YEf9tL5F5UMmGcisc1QdPQvA==,USA; Colorado; Boulder,2022-05-28
374,114.89859,1,15-1252.00,Software Developers,374,IonQ,Senior Software Development Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kZBulZsj7CGRlyiQqFoiZUa9NYlAUHxHaKof6tcBb_2-pMq5sBecpVjyQHR5wljQQz1EYoH0asjbzfGhvI2euT0KKKCrMBz888SlAAdPy7e_xYjE-CJMUxExJQO8ROqMgKFMZLFsjtJP0-OhfBs-917g==,USA; Washington; Seattle,2022-05-28
375,101.74218,1,11-3013.00,Facilities Managers,375,ColdQuanta,Sustaining Operations Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iYwW7vR9wSowbNwIIchoYO-fHaOVHGQfgRQcWZg8XTOfrLohBAlBaH8uzra4kATYcFyepbMpHo6vut80altQaNnIAQDRW6Q4qL30iEwvObK4Y6tldcbUxz8lOkQwgt9ZHM_B7uSlQPtleT_CQnfiMpGg==,USA; Colorado; Boulder,2022-05-27
376,136.30937,1,15-1299.08,Computer Systems Engineers/Architects,376,Keysight,Quantum Software Engineer (Entry / Intermediate Job level),https://jobs.quantumapalooza.com/u/BgAAAAABjS-kv3KuMLOCaU7fxjmuPFOBi6S8J_RxVKL90-KM3AXcAf068wf8Sh8tITBkMGbaqYP7NdMWHmh_bCtJjDf8_ncbgKRlLLi9xEXxiuD1s2ejYZ-4m19YTYl7c5MySpm5K488C64MtwQsTyyTt6d4hS4kktg==,Singapore; Central Singapore,2022-05-26
377,149.33896,1,17-3026.01,Nanotechnology Engineering Technologists and Technicians,377,QuEra Computing,Research Scientist - Quantum Chemistry,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nTZ1So8zpRfMGlCUVZI5xoROr9cTBfBEbytKo4ZNlF_E3_xVMkM6nkNDfXZz89Et8rDz7OlDhmWWaq1bUtTveqZavnX0RZcNcUHTCewEJYUGWcA8MJ_bOBHwublWAliign5Vh5qtYCn1JmIyQ2W6V-kA==,USA; Massachusetts; Boston,2022-05-26
378,34.941372,1,15-1252.00,Software Developers,378,QuEra Computing,Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nVbYhRp5UPM4XenBHhNe8cJehXRZtbbxBPubagNO54CyMaMGjx-nhqTWPqx_VyLwOJk6gsGRHlN4bhw8L1qP_FQ0Zlspd2RvViGyYjnmvEwb6jwR81KqQz4paxjO0I1ehJP5UGrCtnux87X8rxvtuoRw==,USA; Massachusetts; Boston,2022-05-25
379,184.12222,1,17-2199.06,Microsystems Engineers,379,IBM,Sr Micro Services Developer Quantum (Remote),https://jobs.quantumapalooza.com/u/BgAAAAABjS-kCfE19MyXNzRoIrQAxl0QdEiaQdZZ7wKt3GsYVdLh_tb1NFMrE9LRj9sDr0OdCi2QN2ONHFVHy0E0o0Q6Y7ZylVKJIQhPDDZX8ZgOHEK8WGxknKkUDKokFf_mbaOBcd4Ge8bkpxg2W1n2y9l-q8vHDEw==,USA; Remote,2022-05-23
380,94.47848,1,19-2012.00,Physicists,380,Booz Allen Hamilton,Quantum Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iBu5QafhipUHs-KeVQELzC01KGqqKjZyRh7cwh5oVesB3sn2PxWSFH3Fx1_IC9Wb7rKonVH9RCQ6yEVpMWSdHYJs1nPZSMGvqsinZUV3k5JDZQpKQRde8qAgGX-0BXKuKgGWdI385-ZrOZreoxHB77yQ==,USA; New York; Rome,2022-05-21
381,162.56702,1,13-1161.01,Search Marketing Strategists,381,Google,"Product Marketing Manager, Google Quantum AI, Research",https://jobs.quantumapalooza.com/u/BgAAAAABjS-jCPOZahPF9YI6jQtUo9hwwWBz4JoS300Ons4MEbZyacaqgxNBmY5GDzzkiGNvxW2yGxV9LPvMKScYJKBni895Q60hIC4-ISYIn-kSDtL5VhurpXLsPaBbGKdPIqbLEgWI6vWC6yi16088mZlpsN2EGOQ==,"USA; California; Palo Alto
USA; California; Los Angeles
USA; California; Mountain View
USA; California; Goleta
USA; California; San Francisco",2022-05-21
382,159.1483,1,17-2199.07,Photonics Engineers,382,IonQ,Quantum Package System Lead,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kPeyW0ajWDyTwx6LwCItIQb7-HDXb4tjLXrnUjchD_wtRa__S6D-IcdHBzgYZirW9Hdk4qSjVgmek1WYTPrbwcT2C2XvE2mChfLZINm-ozbGvO553U0kXsi6-UkDSWI4eTRndcxkcqY8LohshaBrpJ6g==,USA; Maryland; College Park,2022-05-21
383,174.3464,1,29-2033.00,Nuclear Medicine Technologists,383,IBM,"Research Scientist, Cryogenic Signal Integrity (Yorktown Heights, NY)",https://jobs.quantumapalooza.com/u/BgAAAAABjS-j__jgXZt5Ly1iAQ18Z_01Td1qLuAgoh37aaptTfGyXPkkg15DyCf0Wk87OelmI8hxEb6Pk93ehGiUuAHBt00CwPAYnBc1R8HQszkgXPISV39lMnCoQILP1L46YPIqXIdXxNj6ULz3xK0DF8dj4Nk5FDQ==,USA; New York; Yorktown Heights,2022-05-19
384,121.75762,1,15-2031.00,Operations Research Analysts,384,QuantrolOx,Applied Researcher,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m0zwwttdRxNXwT_c5dDXtvF9IdxjA7CG_UCxbOANCGM8FmOeSZq3CKWsuq-dqsDoTuqEm2HiWJtbeJJYPdb8QJuE9crO4658hgAJNYVj15fkr8Wv4tDSyhFJtknwtD27yEbKkwqe0mkz-YISj8ZcmhRg==,United Kingdom,2022-05-18
385,182.44104,1,17-2112.02,Validation Engineers,385,QuantrolOx,Applied Researcher (2),https://jobs.quantumapalooza.com/u/BgAAAAABjS-m1g0Imd91W44AoQTvgojM4MLAMIqfowe4qGL3D1bC5Bs2TuOrwDAcXRgDLfYEzSMpJ20xTeiOHEAKDnmtigPkggbt-TrVP-HcUBYxafHIqcPkjNMT-lyUPm0ONuiju5WNsrppN2329VsPC7s2F6GTnIQ==,United Kingdom,2022-05-18
386,125.39735,1,25-1021.00,"Computer Science Teachers, Postsecondary",386,QuantrolOx,Machine Learning Engineer Customer Projects,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m28iOvpVIcvJAr6jlswjRTf3UEv0DKlgxe0xPV1MgbdvKbmdwNEvl1nZXQj-yr_x6R8GdA7isXzlJh4Uy5UIsK-c_jkZoU6BwDE3037Z5MOIKlq_p34rAwh9DRz1e-heI1m927Bl2hiEXHmCE3bkt9Jw==,Finland,2022-05-18
387,130.28317,1,25-1021.00,"Computer Science Teachers, Postsecondary",387,QuantrolOx,Machine Learning Engineer Customer Projects (2),https://jobs.quantumapalooza.com/u/BgAAAAABjS-m2-VBWgj1AtXkMzpXfuh8hqx_DcW3Omuuh8xwHrK878fVrKCD6GxulWMyOjfHik_w_17XTlgh2pXNz-ss_GLhZ3TKmb4dINJdVeVdtKvu9r8Clk41-FA4zTyvGDdi4OLfbPq5FjmFeoDvP1Nj6JN56DA==,Finland,2022-05-18
388,75.05487,1,15-1253.00,Software Quality Assurance Analysts and Testers,388,QuantrolOx,Software Engineer Customer Projects,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m3T2qq3l4yt_BFztsrxKyCOtnklzM1NDkiASNNpPSRng6Ef7qyj63tuIR_IGZGcuAjVSLsHMTKnB-MvMNEy7JQJ4G1rahcVOiMv4SjS9jP0jmjxZpU-_7jHkIzwsXsP-PqFVG8mlcyUtVJRBRextKtMA==,Finland,2022-05-18
389,98.05143,1,15-1253.00,Software Quality Assurance Analysts and Testers,389,QuantrolOx,Software Engineer Customer Projects (2),https://jobs.quantumapalooza.com/u/BgAAAAABjS-m3rBpgnjGOpHvPEyOABBs0lolfW0KWuH84dlj4uAUm0SGIVTEqqA-V0P1d3rFJAlNcsslQEF0QEk5xPg8aJhchG4Ha4MZYdJ1L7CIR5f3C-nSjDbTPLej2FFZQbGoL7lIcRtwt_vOMQ2m_WIQ5wHu7PA==,Finland,2022-05-18
390,97.49133,1,19-2012.00,Physicists,390,Amazon Web Services (AWS),Quantum Applied Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hgApov-QKa3q35DG06tOepSw0aM46bxlWiLG7AiAmNmMU_4qjtG8lqz9a8mlftXqi85LZBcu1AzwkscDBJFws2llZXUqrHxNl2UDrKWD8h2FxgsVCpoyS6Q6CAA86H-UPpQdJ7fsLs_YxEoBxGd8oTAw==,USA; Washington; Seattle,2022-05-17
391,144.36967,1,19-2012.00,Physicists,391,ColdQuanta,Senior Quantum Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iWHeIGM35x7ivGrQgUJ145Zg8ilMv3jtFghxWEtBcRql0fDPVjG08rHwttW-DbfJZjwmABmaTrEoyaDct9s-1zU5529sXv2KxaT54V1gK8tFGZeuOvQNgDP8wpPXAxVN1ZbbY7Uf-2ZPzaQjL3Z-h-EA==,USA; Colorado; Boulder,2022-05-15
392,110.95119,1,17-2199.05,Mechatronics Engineers,392,Google,"Quantum Readout Hardware Engineer, Quantum AI",https://jobs.quantumapalooza.com/u/BgAAAAABjS-jIYAThjcdsj0t3_S6w9hYhheCwEbebKhswL9zQLVVhvN4F2m928VBBHEL9mjDg86DeSApXRAbAC0iuKnndu74crTVAfINbzaS4kL88nh10gy3NfCp2OSEr_9frtVUS6FMVueQFzDrvmz5hVBT33dPTfQ==,USA; California; Goleta,2022-05-14
