,organization,position,link,location,date_added,real_link,title,type,description,company,key
97,IonQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-klvo_9l7wh7nFiYMqN3R71y3iO5jOZkJ6_gnZJZsqa0iz7Q6rMVGLE4r40rXiWZoawrT22oZ1Cb8BSnQBx5wRhHZXqN6I6P5cLa2iJXIH2lvitzohrKlNBlNH-7IojLG9FB7MB70rLrrkvyuNqGuJRiw==,,2022-09-13,https://www.indeed.com/viewjob?jk=7b23610cffb4a556&from=mobRdr&utm_source=%2Fm%2F&utm_medium=redir&utm_campaign=dt,"This job has expired on Indeed
Reasons could include: the employer is not accepting applications, is not actively hiring, or is reviewing applications",,"IonQ is developing the world's most powerful full-stack quantum computer based on trapped-ion technology. We are pushing past the limits of classical physics and current supercomputing technology to unlock a new era of computing. Quantum computing has the potential to impact every area of human society for the better. IonQ's computers will soon redefine industries like medicine, materials science, finance, artificial intelligence, machine learning, cryptography, and more. IonQ is at the forefront of this technological revolution.

We're proudly supported by high-quality investors like GV (Google Ventures), New Enterprise Associates (NEA), Amazon, Samsung, Bosch, HP, Airbus, and more.
We are looking for a Staff Mechanical Engineer. As a Staff Mechanical Engineer, you'll be part of a cross-functional team whose mission is to lead IonQ on its journey to build the world's best quantum computers to solve the world's most complex problems.
Responsibilities:
Work closely with optical engineers to develop ultra high precision beam shaping and steering hardware
Define, design, and develop precision and miniature components and mechanical assemblies
Define, design and develop opto-mechanical modules that incorporate components such as complex lenses, waveplates, and acousto-optics modulators
Develop fixtures and processes for precision opto-mechanical assembly
Evaluate suitability of design solutions by performing detailed thermal, stress and modal analysis
Work on projects from concept development and bring them to completion at the product delivery stage, including initial debugging and sustaining efforts side by side with the manufacturing team
You'd be a good fit with:
Bachelor's degree in mechanical engineering or related
10-15 years experience
Expertise with 3D CAD modeling and proficiency in GD&T
Experience with numerical modeling tools (e.g. finite element analysis)
Experience designing for different manufacturing processes and material selection
Experience with designing controlled-environment chambers
Experience with acoustics and noise control
Strong problem-solving, mentoring, and communication skills
You'd be a great fit with:
Experience with active and passive stabilization systems
Experience with industrial design
Experience with cryogenic systems
Experience with high precision motion devices (e.g. piezos, flexures)
Our HQ is located in College Park, Maryland and we are a 15 minute metro ride from Washington DC. We are actively building out teams in the Washington D.C., Seattle, and Boston metro areas and will want to locate you in one of these geographies. However, IonQ will be expanding into additional geographies both domestically and internationally so don't let this stop you from applying.

At IonQ, we believe in fair treatment, access, opportunity and advancement for all, while at the same time striving to identify and eliminate barriers. We empower employees to thrive by fostering a culture of autonomy, productivity, and respect. We are dedicated to creating an environment in which any individual can feel welcomed, respected, supported and valued.

We are committed to equity and justice. We welcome different voices and viewpoints and do not discriminate on the basis of race, religion, color, national origin, ancestry, physical and/or mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, transgender status, age, sexual orientation, and military or veteran status, or any other basis protected by law. We are proud to be an Equal Employment Opportunity employer.

If you are interested in being a part of this team and mission, we encourage you to apply.
IonQ Covid-19 Policy: IonQ requires all employees to provide proof of full vaccination for Covid-19 before starting employment.",,www.indeed.com
98,Montana Instruments,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lQDBhoNoOeVH1VsznullzZaqnFAUAFJmczSUUerUfcnFy3gBQiD-n-gJY_tTJcY3N8BxK7ZVxlrOQcgOQ_Uy-yLfMqSyJMKUMN7otae3D4vMsxS645hK72tDJ7kT-Q26rYGUsElcuyuwwMEuVJVChhlw==,,2022-09-13,https://www.indeed.com/viewjob?jk=2a51351d9bc7efea&from=mobRdr&utm_source=%2Fm%2F&utm_medium=redir&utm_campaign=dt,"This job has expired on Indeed
Reasons could include: the employer is not accepting applications, is not actively hiring, or is reviewing applications","Job Type
Full-time","About Montana Instruments:
Montana Instruments is the premier cryogenics company accelerating quantum discovery. We build market-leading systems for our partners in the quantum journey and have enjoyed 10+ years of validated success.
We Are Looking For:
Montana Instruments, a growing high-tech Company in Bozeman, Montana, is seeking a Senior Project Manager. The Senior Project Manager is responsible for developing the project scope, cost estimates, timelines, and management of complex Systems, Process, Product, or other business projects.
You will interface with all functions necessary to bring highly reliable, best in class, products to market. The primary focus of this position is to plan, facilitate and integrate the development of products. You will be responsible for managing and communicating progress against the established cost, schedule and product experience goals to management and stakeholders. This position is more than tracking schedules and maintaining issue lists. You will be an integral part of the development team, helping the team to select system architecture, work through issues and solve problems. This will require taking a systems integration approach to product development, ensuring that all parts are thoroughly integrated, tested and proven to meet the product requirements.
To be successful you will be a high performer with a rare and specific skill set who will thrive in a fast-paced and demanding environment. Your ability to think critically, lead through intellect, deliver quickly, and to partner across a wide variety of functions to drive change in a complex setting will be essential to the rollout of our offerings to the market.
Responsibilities:
Develops project scope, cost estimates, human resource requirements, work plans, time schedules, communication plans, and makes work assignments to meet project or program objectives.
Establishes and monitors program priorities, objectives, and procedures, determining area objectives, targets of service, and resource needs allocation.
Provides leadership and direction to the functional team so that tasks and activities are coordinated for project scope control, project cost, and project schedule.
Coordinate all activities in the project including but not limited to; R&D, Sales, Marketing, Operations, and Product Management.
Maintain and improve the company’s Product Development standard operating procedures.
Develops and maintains records, prepares reports, and composes correspondence relative to the work.
Contribute to the development of strategic initiatives and action plans to anticipate and support the needs of a growth-oriented company.
Work with internal clients to understand their needs and assess business processes and workflows.
Assist day-to-day operational aspects of project and scope.
Minimize risk and formulate contingency plans.
Resolve and/or escalate issues in a timely fashion.
Flexibility to work extended hours when needed
Minimum Qualifications:
The ideal candidate will have a bachelor's degree in Engineering, Mechanical Engineering strongly preferred. Thorough knowledge of Project Management principles, concepts and practices.
8+ years in project management related to product development.
Desired Skills:
Strong communication skills, team work and interpersonal skills.
Strong analytical and problem solving skills.
Ability to utilize various technologies and tools to effectively manage projects and provide clear and concise communications to teams and stakeholders.
Excellent organizational skills with a commitment to meeting deadlines and expectations while ensuring overall compliance and quality of delivery.
Relies on extensive experience & judgment to plan and accomplish goals.
General computer skills, including use of Microsoft Office Suite.
What We Offer You:
Competitive salaries, annual bonuses, and opportunities for growth
Comprehensive health & insurance benefits (medical, dental, vision)
HSA 1:1 match
Company paid life insurance and long-term disability
401k matching up to 3%
Paid Time Off (PTO), personal days, and company paid holidays
Company sponsored team events
Montana Instruments Values:
In all that Montana Instruments accomplishes, we stay true to our values:
Results-driven
Courageous
Team-first
We want to create an environment where champions are enabled in every area of the company. We want to hire people who have the desire and potential to do great things. We want to give people the freedom and responsibility to become champions as part of a professional team.
About Bozeman:
Montana Instruments is located in Bozeman, Montana, a vibrant town at the foot of the Bridger Mountains within an hour of three great ski hills, several world-class fly-fishing rivers, and plenty of adventure (Yellowstone National Park is just 90 minutes south).
Bozeman is Montana’s biggest tech hub and home to quantum companies like Teledyne, Flir, and ADVR Incorporated, as well as Spectrum Lab and the Borys Lab at Montana State University. It is one of the fastest-growing cities of its size in the nation and regularly recognized as one of America's ""coolest"" cities.
Job Type: Full-time
Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Health insurance
Health savings account
Life insurance
Paid time off
Vision insurance
Schedule:
Monday to Friday
Supplemental pay types:
Bonus pay
Ability to commute/relocate:
Bozeman, MT 59715: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Required)
Experience:
Project management: 8 years (Required)
Work Location: One location",,www.indeed.com
99,Northrop Grumman,Job Search,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ldSNVUix_1ZTOk3tSd16DFNFXC3l60L8LmDPwsRSG3fNOVlgKbCbedmBOMJR449jpYmFE-nsbAgOlVzVWb_A6sz6Lpo90eTefLXdr4JFdY8KbVLnBTBMTg__fDuePQpoRdyVzoFW1Omg41jPEVEhyHRw==,,2022-09-12,https://www.northropgrumman.com/jobs/?category=Engineering&fof=1,Job Search,,,Northrop_Grumman,www.northropgrumman.com
100,IBM,Managing Strategy Consultant (Strategic Business Insights),https://jobs.quantumapalooza.com/u/BgAAAAABjS-j20UNMsBlbX3FR4aqWrZ37VUSm3DNsxbVmRhMr8uAE6oFxfK6CpOMFy1WAGO-R-PeMxlX4CuuqJFbKopcFvctwoK2YxYfXQTk799xgQkQYzYVBRuALUKDLC6EhIli7EhbZdp-rYi_2riuuaV3PYjtiKQ==,,2022-09-11,https://careers.ibm.com/job/16664819/?codes=IBM_CareerWebSite,Managing Strategy Consultant (Strategic Business Insights),,"About Business Unit

Your Life @ IBM

About IBM





Location Statement








Being You @ IBM",,careers.ibm.com
101,Microsoft,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lIOSZivqcbQcX0-7klQqlkniOISG67hm59vaIiePjVdhxpokYWhEMHkboILp8dw5E9y9EpjndmwgFcZAtov3Lys-gqRdYB0rUICL39H8TACkC18wOGyeEOwtgmioH8hQY_c32as_p_h8fZ9ePsgwj7oQ==,,2022-09-11,https://careers.microsoft.com/us/en/job/1461546/,,,,Microsoft,careers.microsoft.com
102,Northrop Grumman,Staff Superconducting Electronics IC Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-loQ4PD78Y711djFtsUxCauQ9ZvAVKoQk2lMK8QbSQAbwVqjGI-prJ9BJiW0mSdge0XyXWxsCFLgvsL7sWsJQknOl5WonXxsHMT_ca2NmTxqCsxIgwuNMapdeMFkfRliekXOqfI_8rhCerqSZtu_wDguw==,"Location: Linthicum, Maryland, United States of America",2022-09-11,https://www.northropgrumman.com/jobs/Linthicum-----Maryland/Engineering/R10066739/staff-superconducting-electronics-ic-design-engineer/,Staff Superconducting Electronics IC Design Engineer,,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to invent the future, and have fun along the way. Our culture thrives on intellectual curiosity, cognitive diversity and bringing your whole self to work — and we have an insatiable drive to do what others think is impossible. Our employees are not only part of history, they're making history.

Are you interested in exploring a career in the cutting edge of IC circuit design? You'll leverage your current experience against our training and your team's wealth of knowledge with the goal of designing Reciprocal Quantum Logic (RQL) and superconducting devices in a highly collaborative team environment.
Northrop Grumman Mission Systems (NGMS) Advanced Capabilities division is a leader in the development and manufacture of next generation high-performance computing. Superconducting electronics form the core of our technology, with development thrusts in both quantum and classical logic. Our quantum computing activities include the development of superconducting devices for both quantum annealing and gate-model quantum computation. Our classical computing activities focus on energy-efficient computation using our patented superconducting digital logic technology, RQL. With a well-established impressive performance this technology is appealing for a variety of immediate applications and future research possibilities at a time when Moore’s law is dramatically slowing. You’ll work in a fast-paced team environment alongside a broad array of scientists and engineers to make these design solutions a reality.
We are seeking motivated Analog/Mixed Signal Integrated Circuit (IC) Design Engineers to join our team in design and layout of custom digital superconducting circuits. You will use your skills as a lead IC designer while learning about superconducting circuit design. Tasks will include schematic capture, circuit simulation, circuit layout, physical verification (LVS, DRC), and parasitic extraction for a variety of superconducting circuits. The right candidate will be comfortable in a dynamic environment with rapidly developing technologies and tools. The candidate must have experience in custom circuit design, preferably with Cadence Virtuoso. Experience with modeling circuit performance using Spice tools or ADE/Spectre, and/or experience with EM software such as HFSS, Momentum, Clarity or CST is highly desirable. Familiarity with quantum information is a plus. The candidate must be able to take a design from concept through modeling, layout and verification and create a test plan based on circuit requirements. Strong written and oral communication skills are required.
Basic Qualifications:
Bachelor's degree in Electrical Engineering or related field with 14 years of experience in either Analog, Digital or Mixed Signal Circuit design (12 years with MS or 9 years with a PhD)
Solid understanding of circuit design theory; extensive hands-on custom circuit design experience
Working knowledge of the IC design flow including schematic capture, simulation, layout and physical verification (DRC/LVS)
Proficiency with modern IC design tools (preferably Cadence Virtuoso) for schematic capture, circuit simulation, and custom layout; physical verification using Assura or Calibre
Ability to oversee all phases of IC design from specification, to design and tapeout
Good understanding of IC manufacturing and testing processes
Experience with product validation and testing
Strong problem solving and analytical skills
Ability to meet tight deadlines and milestones according to program schedule
Excellent communication skills, able to efficiently disseminate information to leadership and respective working group
Able to obtain and maintain a Top-Secret clearance per business requirements. US Citizenship is a requirement for this.
Preferred Qualifications:
Design chip lead with a proven record of successful tapeouts; ability to design sub-blocks and perform chip level integration
Create and maintain chip design schedule, and meet tight deadlines in accordance with the overall program schedule
Create test plans, supervise product testing, and collaborate with the test team
Microwave engineering background; solid understanding of transmission line theory and impedance matching techniques
Electromagnetic modeling background with commercial tools, such as HFSS, CST, Clarity
Understanding of combinatorial and sequential logic; experience with custom logic gates, latches, flip-flops, clock synthesis and distribution and related issues
Programming experience using an objected oriented language like Python or C++
Scripting experience with SKILL
Knowledge of Quantum Information or Quantum Mechanics
Experience with low-temperature experimental measurements
Familiar with the engineering product life cycle model
Active TS/SCI Security Clearance",Northrop_Grumman,www.northropgrumman.com
103,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hvZIIfFUodI_9bD1RZ2gfS1QJPt5mMp9Ye08uuTra3HFUzOQFfCk0ODQT2jXHP18JSAE9op7MnLJJXPLDMpXsltfIN2c5t2gwU-BPERM4-NzB9QMPwLe6Wq6GBjJFn4QngGIXFDmNtN0lEtBarqTrgZQ==,,2022-09-10,https://www.amazon.jobs/en/jobs/2230220/,,,,,www.amazon.jobs
104,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jbygj_l9KIvag5omEOrJ8fYLbG4iq7J5-wOaxyZR53WJTt1TjUPs7I5OysBO2aBtPi-J6CSWF1ELTgKlIw8nzC5UaU8lU-kV4cY2R14tmHwwr3DF2scNexK8ZVfrBLDZ5wn3GOUtpkjis54em09wwrxQ==,,2022-09-10,https://careers.honeywell.com/us/en/job/HONEUSREQ372038EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
105,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jjpcgb4Ij4pHyRtd_Qz_MH0K42NOQcJ3kpMYxnZ62dmSaGHD-sf7kwrBIZPsoqMD-iQ2z2bJRt5mhfyjl5vwZuxa090FPR52YbrDW7MguEw8wgmOnozwpVRIuCn6TyPq47GBLvhGVN6sHrbuYYoTHnww==,,2022-09-10,https://www.indeed.com/viewjob?jk=e46751b27307b655&from=mobRdr&utm_source=%2Fm%2F&utm_medium=redir&utm_campaign=dt,"This job has expired on Indeed
Reasons could include: the employer is not accepting applications, is not actively hiring, or is reviewing applications","Job Type
Full-time","Join a team recognized for leadership, innovation and diversity
Science Led and Enterprise Driven.
Our team of scientists is leading the way in the development of quantum computing. The world’s largest integrated quantum computing company, we united Cambridge Quantum’s advanced software development with Honeywell Quantum Solutions’ high-fidelity hardware to accelerate quantum computing. With full-stack technology, we’re scaling quantum computing and developing applications to solve the world’s most pressing challenges. We could be even better with you!
At Quantinuum, we believe quantum information systems will revolutionize the way we work and live. We are leading the way by helping our customers develop quantum-enabled solutions that provide a competitive-edge in their markets.
We’re hiring the world’s best talent to make it happen. Join us! https://www.youtube.com/watch?v=ErQOKNC2O38
Click Here to Apply: https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=247849c0-352d-4ea5-a8ca-4f3f86f34d2a&ccId=19000101_000001&jobId=451017&source=CC2&lang=en_US

We are seeking a Procurement Buyer II in our Bloomfield, CO location. You will be responsible for procurement process including quotations, supplier selection, negotiations, order placement, material and service tracking, and problem resolution.

What is in it for you?
A competitive salary and innovative, game-changing work
Flexible work schedule
For full-time employees, we offer: Employer subsidized health, dental, and vision insurance; Equity, 401k retirement savings plan + 12 Paid holidays and generous vacation + sick time
Quantinuum is a team of over 450 people. Among them you'll find the world's leading quantum computing hardware and software experts; Not only are they driven to discover the future, but they are also committed to change the world for the better
Paid parental leave
Employee discounts

Key Responsibilities:
Establish and drive procurement of material and services in support of business requirements for multiple sites
Procurement activities including RFQ processes, supplier selection, purchase order placement, monitoring shipment and services and supplier performance
Act as main point of contact for suppliers and internal customers
Work with internal team on requirements, need dates and work to support projects and businesses
Ensure that the suppliers are acknowledging orders immediately and accurately within established lead-times
Work collaboratively to fix procurement related issues

Key Behaviors:
Cross collaboration within the organization.
Teamwork mindset
Initiative
YOU MUST HAVE:
Associate degree
Minimum 3 years of experience as a buyer/ planner
Applicants for employment for this position must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Quantinuum. (i.e., H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status)

WE VALUE:
Bachelor's Degree
Effective Interpersonal communication, collaborative, and engaging behaviors
Strong execution capabilities, self-starter/proactive, results orientation, understands and anticipates what needs to be done
Prior experience in Direct Technical Procurement preferred
Business and financial acumen
SAP experience
Strong relationship management skills as the job involves extensive interaction with suppliers
Strong verbal and written communication skills
Participation in a culture of excellence and teamwork
Ability to multitask with flexibility, accuracy and speed
Experience with domestic and international suppliers; broad knowledge of import/ export processes

Compensation & Benefits:
Non-Incentive Eligible
Salary Range: $65,000 - $82,000

Quantinuum is an equal opportunity employer. You will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, or veteran status
Additional Information
JOB ID: req373676
Category: Procurement
Location: 303 S. Technology Ct.,Broomfield,Colorado,80021,United States
Exempt
Honeywell is an equal opportunity employer. Qualified applicants will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, religion, or veteran status.",,www.indeed.com
106,IBM,"IBM Quantum Sr. Product Marketing Manager (NYC, NY or Remote)",https://jobs.quantumapalooza.com/u/BgAAAAABjS-j154g48XM_l9You8H_UDINYID1aV12WbwVaDHnMtc8TkXw7G2y7XRjl4sUyCilQ8xgX5e9Ah7YPlJR5BvYK0vh1KQMfzK9rHPuUiwz_MmLFCE9xaGzbSL5F4Ka9VvC6oce2AsBOgN2gBWWwm6u1m_16A==,,2022-09-10,https://careers.ibm.com/job/16636763/?codes=IBM_CareerWebSite,"IBM Quantum Sr. Product Marketing Manager (NYC, NY or Remote)",,"About Business Unit

Your Life @ IBM

About IBM

Location Statement








Being You @ IBM",,careers.ibm.com
107,IonQ,Director of Manufacturing,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kKjY8klr5_O4HNnfvKeOd2_IFEoy54S2eFHIRyagrKPUJVpDp2YZ_ONXuJWU5AdaBJtliiV42Rdyml-FdW6hjJ5irS0XZF3R2jzXA5hYQwIXTWu05J3-dlehTrAXIkFgjTpbfjg4STw3ez5ewUZHnqnQ==,"Location: Seattle, Washington",2022-09-10,https://ionq.com/jobs/4657918004,Director of Manufacturing,Type: Full-Time,"IonQ is developing the world's most powerful full-stack quantum computer based on trapped-ion technology. We are pushing past the limits of classical physics and current supercomputing technology to unlock a new era of computing. Quantum computing has the potential to impact every area of human society for the better. IonQ’s computers will soon redefine industries like medicine, materials science, finance, artificial intelligence, machine learning, cryptography, and more. IonQ is at the forefront of this technological revolution.
 IonQ is developing the world's most powerful full-stack quantum computer based on trapped-ion technology. We are pushing past the limits of classical physics and current supercomputing technology to unlock a new era of computing. Quantum computing has the potential to impact every area of human society for the better. IonQ’s computers will soon redefine industries like medicine, materials science, finance, artificial intelligence, machine learning, cryptography, and more. IonQ is at the forefront of this technological revolution. 
We are looking for a Manufacturing Director to stand up our Seattle production & data center facility and team. This leader will own Production and Data Center operations in Seattle, including all shop floor (MES) systems and flows. This leader will partner with Product and Test Engineering to develop assembly processes, manufacturing documentation, and quality systems for our initial production computers. To enable effective product development and transfer to manufacturing, critical NPI (new product introduction) business processes, checklists, and tools must be deployed and integrated. Together with R&D, Engineering and Supply Chain Management, you will lead a cross-functional team whose mission is to commercialize IonQ products on its journey to build the world’s best quantum computers to solve very complex problems. 
Responsibilities: 
Lead implementation of our new Seattle Manufacturing and Data Center operations, including associated project management
Build and guide a world class operations team, delivering operational insights, practices and tools to achieve business objectives
Lead and manage the quantum computer system level production assembly, production test operations, and fulfillment per requirements from Planning
Develop core competencies and best practices for in-house manufacturing engineering and test execution, including assembly process design and implementation, and strategic partner-based assemblies (as needed)
Evaluate IonQ’s needs and design an organization with capabilities and staffing to accomplish our business objectives
Develop and maintain a production model to respond to fluctuating Demand, Supply, and Quality/Improvement needs
Hire and retain top talent to grow the manufacturing capability at a new site
Partner with stakeholders to design the manufacturing and data center facility, and monitor/modify the construction (as needed)
Partner with Engineering stakeholders including Test Development and Opto-Mechanical Design to provide DFM requirements and prove-in for manufacturing
Be the Manufacturing owner for our PLM system
Drive continuous improvement activities to achieve business objectives and operational excellence
Implement / oversee equipment calibration and maintenance programs 
Formulate the right metrics and definitions of success to drive quality, effectiveness, efficiency, cost and timelines
Select and implement an MES (Manufacturing Execution System)
Partner cross-functionally with other leaders to develop key business processes, and implement systems and tools to enable effective and efficient collaboration across departments, including PDLC, PLM, PNR, ECO, QRB and MRB process
Bring-up in-line quality assurance to meet industry standards (eg TL9k)
Develop safety guidelines, train and enforce the protocols with employees
You’d be a Good Fit with: 
7+ years of leadership experience in high-tech, complex systems engineering and manufacturing
5+ years of management experience of cross-functional teams including manufacturing, process engineering, and quality
Demonstrated ability to recruit and retain top talent, both experienced and new college graduates
Experience transforming R&D prototypes into highly-reliable, commercial products
Experience with data collection and analysis
Experience with formal quality and continuous improvement systems/process 
Experience with supply chain sourcing and partnership for critical development and innovation
Ability to collaborate closely with the technical, professional and facilities teams
Strong hands-on attitude and ability to spend significant time “on the floor” with the team, being involved at the detail level. If remote to our R&D site(s), a reasonable amount of travel will be required to establish teams and processes.
Best-in-class cross-functional communication & presentation skills
You’d be a Great Fit with: 
Demonstrated experience in implementation or configuration of PDM systems
Demonstrated experience in implementation or configuration of MES / Shop Flow systems
Experience with Operations or Production Management
Experience with complex optical systems and lasers
Experience with free-space optical systems and fiber optics
Experience with HVAC systems
Demonstrated ability to manage and conduct knowledge transfer between sites, identifying and implementing best practices
Detailed knowledge and experience of Systems Engineering principles and PDLC (Product Development Lifecycle) processes
Education: 
Bachelor’s degree or above in Engineering or Science
Our HQ is located in College Park, Maryland and we are a five-minute walk from the Metro. We are actively building out teams in the Washington D.C., Seattle, and Boston metro areas and will want to locate you in one of these geographies. However, IonQ will be expanding into additional geographies both domestically and internationally so don’t let this stop you from applying.
 
At IonQ, we believe in fair treatment, access, opportunity and advancement for all, while at the same time striving to identify and eliminate barriers. We empower employees to thrive by fostering a culture of autonomy, productivity, and respect. We are dedicated to creating an environment  in which any individual can feel welcomed, respected, supported and valued.
 
We are committed to equity and justice. We welcome different voices and viewpoints and do not discriminate on the basis of race, religion, color, national origin, ancestry, physical and/or mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, transgender status, age, sexual orientation, and military or veteran status, or any other basis protected by law. We are proud to be an Equal Employment Opportunity employer.
 
If you are interested in being a part of this team and mission, we encourage you to apply.
 Our HQ is located in College Park, Maryland and we are a 15 minute metro ride from Washington DC. We are actively building out teams in the Washington D.C., Seattle, and Boston metro areas and will want to locate you in one of these geographies. However, IonQ will be expanding into additional geographies both domestically and internationally so don’t let this stop you from applying.
 
At IonQ, we believe in fair treatment, access, opportunity and advancement for all, while at the same time striving to identify and eliminate barriers. We empower employees to thrive by fostering a culture of autonomy, productivity, and respect. We are dedicated to creating an environment  in which any individual can feel welcomed, respected, supported and valued.
 
We are committed to equity and justice. We welcome different voices and viewpoints and do not discriminate on the basis of race, religion, color, national origin, ancestry, physical and/or mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, transgender status, age, sexual orientation, and military or veteran status, or any other basis protected by law. We are proud to be an Equal Employment Opportunity employer.
 
If you are interested in being a part of this team and mission, we encourage you to apply.
IonQ Covid-19 Policy: IonQ requires all employees to provide proof of full vaccination for Covid-19 before starting employment.",Ionq,ionq.com
108,IonQ,Systems Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kskhHWTk442TmSW5EiTBhJElEF-TiWBHLnSVpn0l6v0wrZw1F4XCCCTwCRxUrw9-vUuLnW9hB0LGS2MLqWdtcqY9Xjh8KfNPB1cr235V0W5cFWohTcEb_sjWeujsjt7Sy6KwXcEtlagKLowifDYnMHsQ==,"Location: College Park, Maryland",2022-09-10,https://ionq.com/jobs/4566840004,Systems Engineer,Type: Full-Time,"IonQ is developing the world's most powerful full-stack quantum computer based on trapped-ion technology. We are pushing past the limits of classical physics and current supercomputing technology to unlock a new era of computing. Quantum computing has the potential to impact every area of human society for the better. IonQ’s computers will soon redefine industries like medicine, materials science, finance, artificial intelligence, machine learning, cryptography, and more. IonQ is at the forefront of this technological revolution.
 We are looking for Systems Engineers (multiple levels) with experience in leading and supporting multi-disciplined engineering teams through the product development lifecycle. As a member of the Engineering organization, you’ll be part of a cross-functional team whose mission is to lead IonQ on its journey to build the world’s best quantum computers to solve the world’s most complex problems. 
In this role you will develop requirements, model architectures, complete trade studies, define verification criteria, and complete system analyses for our current and next generation of quantum computers.
Responsibilities: 
Lead/Support development teams in the System Engineering lifecycle for quantum computing programs/projects including requirements development, architecture decomposition, system analyses (reliability, maintainability, etc.), integration and test planning, and system verification
Translate stakeholder and product requirements into design specifications
Perform operational and functional analysis, timeline analysis, detail trade studies, requirements allocation, and interface definition for first of a kind prototypes as well as production quantum computing systems  
Support program & executive leadership through the identification of risk and risk mitigation plans
Support technical publications of system requirements documents, interface control documents, verification procedures and reports
Hands-on modeling, design, integration, test, and verification support of our quantum computers across lab facilities requiring skills in algorithms, software, hardware, and networking
You’d be a good fit with: 
B.S. in Electrical, Mechanical, or Systems Engineering, Physics, or related subject area
A breadth of deep understanding, backed by experience, of the principles, concepts, and methods of systems engineering such as concept development, requirement definition, functional decomposition and allocation, design solution definition, implementation, integration, verification and validation, qualification, commissioning, and operations
Experience with system performance definition through requirements analysis using modeling tools
Understanding of industry best practices in requirements creation, decomposition, and management
Demonstrated technical depth with one or more of the following subject areas and/or subsystems:
Trapped ion systems
AMO physics
Ultra-high vacuum systems
Chip scale device design, packaging, and fabrication – semiconductor level modules and systems
Optics and lasers (NIR and visible, pulsed and CW), precision micro- and bulk- optics, free space and fiber, optical sensors
Integrated photonic components (active and passive)
Thermal system design over broad temperature scales
Mechanical, structural, vibe and acoustics
Electrical, RF / Analog, and power systems (synthesizers, power amplifiers, stabilization systems, etc.)
Real-time, embedded, or device-level application software development
Experience with defining component and/or system verification/validation campaigns through various phases of product development
Excellent verbal and written communication skills
Ability to work collaboratively in a fast paced, dynamic work environment
Ability to earn trust, maintain positive and professional relationships, and contribute to a culture of inclusion
You’d be a great fit with: 
M.S. in Electrical, Mechanical, or Systems Engineering, Physics, or related subject area
Experience supporting a project through the full product development lifecycle
Successful candidates typically have 3-8 or greater years of relevant industry experience
Experience with software tools such as Jama Connect, MATLAB/Simulink, Confluence, JIRA, Git, Solidworks, and PDM systems
Understanding of system behavioral definition following model-based System Engineering practices (use case definition, states & modes development, activity diagram creation, Model-based design, etc.)
Experience with trapped ion quantum computing systems
Our HQ is located in College Park, Maryland and we are a 15 minute metro ride from Washington DC. We are actively building out teams in the Washington D.C., Seattle, and Boston metro areas and will want to locate you in one of these geographies. However, IonQ will be expanding into additional geographies both domestically and internationally so don’t let this stop you from applying.
 
At IonQ, we believe in fair treatment, access, opportunity and advancement for all, while at the same time striving to identify and eliminate barriers. We empower employees to thrive by fostering a culture of autonomy, productivity, and respect. We are dedicated to creating an environment  in which any individual can feel welcomed, respected, supported and valued.
 
We are committed to equity and justice. We welcome different voices and viewpoints and do not discriminate on the basis of race, religion, color, national origin, ancestry, physical and/or mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, transgender status, age, sexual orientation, and military or veteran status, or any other basis protected by law. We are proud to be an Equal Employment Opportunity employer.
 
If you are interested in being a part of this team and mission, we encourage you to apply.
IonQ Covid-19 Policy: IonQ requires all employees to provide proof of full vaccination for Covid-19 before starting employment.",Ionq,ionq.com
