,quantity,Unnamed: 0,organization,position,link,location,date_added,real_link,title,type,description,company,key
10,12,63,QC Ware,Quantum Algorithms Researcher,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mnidBKUHCWlGK-JgEvyKZTUh2ieQMHXOZwcD59AgaCPLWj95edXBgnqH2D2z-43ULuJyDC9Rj6U76l9GawV8hfHU3vk42lYFH1do9jpU6Deviq1xf8w9aTUjOCZroyzskN08EU3MPr3u0CEuBHPVOq9Q==,"Palo Alto, CA or Remote, USA | Paris, France or Remote, EU",2022-09-17,https://www.qcware.com/careers/quantum-algorithms-researcher,Quantum Algorithms Researcher,,"Description
The candidate will drive efforts to develop algorithms for near-future quantum computers, and will lead enterprise collaborations that target real-world use cases for quantum processing.


Preferred Qualifications
● Familiarity with state-of-the-art machine learning or optimization techniques

Minimum Qualifications
● Ph.D. in computer science, physics, electrical engineering, physics or math.
● Record of published work in quantum algorithms.
● Interest in applying quantum algorithms to solve real-world problems.
Compensation
● Attractive cash and stock option package
● Health/Vision/Dental coverage for employee and dependents
About QC Ware
QC Ware is a quantum computing software company building enterprise solutions that run on quantum hardware. The company also offers professional services to large enterprises that are lacking the right skills to engage in quantum computing right away. The company’s stated objective is to make quantum computing easily accessible to classically-trained data scientists and to offer performance speed-ups on near-term hardware. QC Ware is working towards that goal with one of the world’s strongest teams of quantum algorithms scientists. The company is based in Palo Alto, and it recently opened an office in Paris.
QC Ware offers a very competitive salary, commission, and stock option package as well as health, vision, and dental coverage for an employee and the employee’s dependents.
Apply for this role
Please email us your application along with your resume
Email us",Qcware,www.qcware.com
11,18,74,IBM,Managing Strategy Consultant (Strategic Business Insights),https://jobs.quantumapalooza.com/u/BgAAAAABjS-j20UNMsBlbX3FR4aqWrZ37VUSm3DNsxbVmRhMr8uAE6oFxfK6CpOMFy1WAGO-R-PeMxlX4CuuqJFbKopcFvctwoK2YxYfXQTk799xgQkQYzYVBRuALUKDLC6EhIli7EhbZdp-rYi_2riuuaV3PYjtiKQ==,,2022-09-11,https://careers.ibm.com/job/16664819/?codes=IBM_CareerWebSite,Managing Strategy Consultant (Strategic Business Insights),,"About Business Unit

Your Life @ IBM

About IBM





Location Statement








Being You @ IBM",,careers.ibm.com
12,13,83,Toshiba,Toshiba,https://jobs.quantumapalooza.com/u/BgAAAAABjS-oGzlwQxRswbPTbZtOOnkqpS-sCCVFUhupCmYQ023uqMNbh9LQvQe3mS05WMPIsBipZidQi1ECFYpkCReq0_efi_dfcBQTLopuOHB6rWZyPQGAW0pgi2UzUkvo4ldoVvL9SfhXt2cR_lUmmxtia_lni9g==,Location: UK - Cambridge,2022-09-06,https://careers.toshiba.eu//displayjob.aspx?jobid=352&source=JobtrainIndeed,"Quantum Information Theorist
UK - Cambridge",Toshiba,"Toshiba Europe Ltd are at the forefront of research on quantum information systems and devices. We invite applications for the post of Research Scientist in the Quantum Information Group at the Cambridge Research Laboratory. The successful candidate will lead work on analysing the security of quantum cryptography systems.
Responsibilities:
Devising new protocols for improved performance or new functionality of quantum communication systems
Security analysis of protocols for quantum cryptography
Simulating real world quantum cryptography systems and optimising performance
Analysing implementation security of real-world systems
Supporting experimentalists in Toshiba working in similar areas
Leading collaborative work with partners in the UK and Europe
Contributing to efforts to develop global standards for quantum technology



Requirements:
A PhD in Physics, Electronic Engineering or related discipline
Deep knowledge of quantum cryptography protocols and security proofs
Good understanding of experimental approaches to quantum cryptography
Track record of world leading research in quantum information theory
Good communication skills, both written and verbal",Toshiba,careers.toshiba.eu
13,1,84,Pasqal,Computational Quantum Dynamics Researcher,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mDEy3v5iG_El7TZzhbMd2L4XMXlJgMme3O3V7QWNnKJlV7L8cwZ5JWfGwwsutc-vD4i6dlrLHbpq70pIzqWQJaD6zAcwsQo_uVceWMPnYZ32dmm5NjCTDk4eWVGjhwSzM8WdAnoxLca6EaTkIF50x5bQ==,,2022-09-03,https://pasqal.io/jobs/computational-quantum-dynamics-researcher/,Computational Quantum Dynamics Researcher,,"PASQAL designs and develops Quantum Processing Units and dedicated software tools. These innovative processors address applications which are out of the reach of the most powerful existing supercomputers, encompassing real-world challenges as well as fundamental science. As they are very low energy intensive, they will significantly contribute to reduce the carbon footprint of the computing industry.
PASQAL has partnerships with key users in the fields of energy, IT, finance, drug and chemical design, automotive… The maturity and potential of our technology and the quality of our scientific team has been rewarded several times at French, European as well as global levels.
Our technology builds upon considerable knowledge accumulated over decades by the Institut d’Optique near Paris (IOGS / CNRS); it makes the best of numerous recent achievements in laser cooling of atoms, opto-electronics, vacuum and detection systems. Based in Massy and Palaiseau, at the heart of the quantum ecosystem south of Paris, PASQAL is funded by Quantonation, a VC fund focusing on Quantum Technologies, and is attracting world-class investors.
Joining PASQAL is an opportunity to contribute to the rapid development of a Deep-Tech startup at the forefront of the second Quantum Revolution. You will be directly involved in one of the greatest challenges ever, shaping the technology landscape of the 21st century. You will work among top-class engineers and scientists, competing against the world’s biggest players.
Computational Quantum Dynamics Researcher
Job description
As a member of our Simulation team, you will be instrumental to design, implement and test innovative numerical algorithms. These will range from the simulation of various aspects and phenomena encountered in Neutral Atoms QPUs (Quantum Processing Units), to the emulation of their behavior and performance for specific information processing tasks.
The Researcher leads research tasks and projects in relation with computational quantum dynamics and quantum circuit simulation, taking into account specific constraints of neutral atom QPUs. He works in close collaboration with Quantum Hardware scientists.
You will be in charge in developing and optimizing high-performance code, that you will implement and benchmark accessing both our computing GPU cluster, as well as the actual QPUs for benchmarking purpose.
Your role will be key to ensure code quality and general algorithmic efficiency of our emulators, especially to support applied research in the fields of Chemistry and Material Science.
Potential technical axes include for instance:
simulation of Quantum Circuits for Neutral atom QPUs;
Hybrid Workflows (CPU – GPU – QPU);
Quantum Dynamics algorithms for open and noisy systems…
Your missions will also include:
writing structured and documented quality code;
making sure that all code pushed to production is correctly monitored and tested;
keeping a regular technological watch.
having an inventive activity in the scientific and technical fields related to the Company’s research, products, technologies and markets; filing patents.
Location: Massy – Palaiseau (Southern Paris area – France) or Amsterdam (Netherlands)
Start date: position available now
Type of contract: permanent contract
Qualification & Experience
You own a PhD in physics, complemented with at least 3 years of post-doctoral experience in Quantum Systems.
You have an established publication track record.
Skills
The successful candidate will have the following skills:
Proficiency with at least two of C++, Julia, Python or CUDA, in demanding numerical applications.
Experience with version control, code reviews and continuous integration of code repositories.
Creative problem solver.
Agile cultural experience.
Ability to work independently with limited direction.
Curiosity and keen interest for new technologies.
English professional proficiency is mandatory to work in PASQAL’s international environment.
We are an Equal Opportunity employer.
Love
1
Tweet Share",Pasqal,pasqal.io
14,5,87,Booz Allen Hamilton,QUANTUM COMPUTING SME,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h_4Kun0TDqKWNbbh6HWzSxrbrnAtHiaAPMNfF_zbqDehQ9ZLXV3OZJgTmGwO8jSbRokiLRC8Dg09xZ1KcMqIVyll-pmjtjMlFBTMZRvviZLu2M4SAWudBFUfMOorKev-kJLB89P3_SWStJy4wOetMWAA==,"Washington, District of Columbia, USA",2022-08-30,https://careers.boozallen.com/jobs/JobDetail/Annapolis-Junction-Quantum-Computing-SME-R0151178/65906?source=JB-14400,QUANTUM COMPUTING SME,,"Quantum Computing SME
The Challenge:
What if you could use your scientific and engineering skills to inform advanced research projects in quantum computing? As a quantum scientist, you understand the challenges, opportunities, and limitations in developing quantum computing systems. That knowledge is key when it comes to assisting the U.S. Government with quantum computing technologies.
On our team, you will have the opportunity to work with world-class scientists and engineers to evaluate and advance cutting-edge quantum technologies. You will leverage technical expertise to support senior Government decision-makers with the strategic evaluation of new concepts and assessments of technological gaps. You will support our client’s mission by providing recommendations on the feasibility and potential impact of current and future quantum capabilities through preparing in-depth analyses, conducting background research, and interfacing with the R&D community. This position is a hybrid role with a combination of working at a Booz Allen office or client site and working remotely.
Empower change with us.
You Have:
3+ years of experience in quantum mechanics, quantum computing, quantum materials, or quantum information science
Knowledge of multiple aspects of a quantum computing software stack, including quantum computing software, classical control, quantum error correction, decoders, qubit types and associated hardware, and environmental control systems or dilution refrigerators
Ability to demonstrate contributions through scientific publications, white papers, or presentations in quantum mechanics, quantum information science, quantum computing, or quantum materials
Ability to convey technical information to a diverse audience both through written reports and presentations
Ability to evaluate a wide range of technical and non-technical material and rapidly ascertain and explain utility and impact
Ability to obtain a security clearance
Master's degree
Nice If You Have:
5+ years of experience in quantum computing
Experience leading and managing a small team
Expierence with software development and programming in languages such as python and C++
TS/SCI with polygraph
Doctorate degree in Physics, Mathematics, Computer Science, Chemistry, Electrical Engineering, Material Science
Clearance:
Applicants selected will be subject to a security investigation and may need to meet eligibility
requirements for access to classified information.
Build Your Career:
Consulting at Booz Allen means empowering you to provide your customers with the best support. With a consulting career at Booz Allen, you’ll have access to:
a large business consulting community
experts in virtually every field
a culture that focuses on supporting our employees
We have opportunities that provide stability while offering variety, so you can find the right fit for your career — and your life. You’ll also have access to a wealth of training resources through our Digital University, an online learning portal where you can access more than 5000 functional and technical, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site courses, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want as you chart your own course for success. With contracts across the globe in multiple industries, no matter where you want to go with your consulting career, we have the path that takes you there.
We’re an equal employment opportunity/affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law.",Boozallen,careers.boozallen.com
15,3,89,Physical Sciences Corp.,OPTICAL PHYSICIST - NANOPHOTONICS,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mPLSQ8IliIYQad6cnAfhLTAl3LPxGyWZetr6ozL4thBlV7xvHIar1nhDgTr7lC-96hTcvs0MvMOaEuEt-cXDEpspSHDT3Ng7z2Qhihi1-5NbyPmSI0O2dPfJVOSnFmGMbNJszNscTD2u3QK6JInxBrTw==,"PSI - Boston, MA",2022-08-30,http://www.psicorp.com/careers/open-positions/409676,OPTICAL PHYSICIST - NANOPHOTONICS,Full-time,"Physical Sciences Inc, located just north of Boston in Andover, seeks well-qualified candidates for positions on our research team. The optical materials scientist position is intended for an individual who is interested in supporting and leading programs devoted to the design, development, and use of optical and photonic nanostructures and metamaterials. An ideal candidate should be interested in a career devoted to applied research and development with strong experimental, hardware, and leadership skills, and should be interested in maturing technologies from concept to prototype. We seek both entry level (i.e., new graduate) and intermediate level (at least 5 to 10 years of experience outside of academia) applicants interested in a dynamic combination of design, laboratory, and field work. The following technical skills are relevant:
• Optical metamaterial fabrication
• Clean room fabrication, including lithography and deposition techniques, such as nano-imprint and additive manufacturing
• Ability to work with subcontractors and commercial foundries
• Photonic design
• Electromagnetic simulation such FDTD or FEA
• Emerging techniques such as neural networks, adjoint optimization, and machine learning
• Experience with photonic foundries including simulation, layout, design rule checking, and process design kit (PDK) use and creation for material systems such as silicon, silicon nitride, or group III/V semiconductors
• Optical and electronic characterization
• Including but not limited to spectroscopy, metrology, calorimetry
Successful candidates will have the opportunities to contribute to ongoing programs and develop new programs in the following applications and technical areas:
• Optical and RF metamaterials
• Flat optics and optical systems
• Optical detectors and sensors
• Photovoltaics
• Quantum information
• Atomic and quantum sensors
• Integrated photonics
Candidates should be highly motivated individuals with a strong desire to develop independent research programs that draw on our team’s existing efforts and capabilities. Strong verbal and written communication skills are required as the candidate will participate in program reporting, professional presentations, and proposal writing.
PhD or Masters in Physics, Applied Physics, Optics, Electrical Engineering, Material Science or related field is required.
US Citizenship is required.
All qualified applicants will receive consideration for employment without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.
For a list of company benefits, visit PSI benefits.",Psicorp,www.psicorp.com
16,1,90,Deloitte Consulting,Quantum Specialist – Quantum Chemist NBI_US,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ikJD3kZdoiItV0KJ70YcDhtqPG70GP8YIVeT1JV74MtyiDCA3GHQCtE2A1cFLp8jy21TRkWXIPHigi9Ng0Qhl72SqanWuVX-Pr0jQ8W4bP-dIorbVLfv1VQQhtVy7WxpIoRLZWsqBWa5aQYiJikwrG7w==,,2022-08-27,https://apply.deloitte.com/careers/InviteToApply?jobId=108160,Quantum Specialist – Quantum Chemist NBI_US,,"Quantum Specialist – Quantum chemist
Do you have a passion for innovation and emerging technologies along with a firm foundation in the core principles of technology? Would you like to be a part of the early-stage development of a new firm offering? We are currently seeking a computation biologist who will be part of our quantum computing consulting offering.  
Given the potential for quantum technology to drastically improve computational abilities in chemistry and biology, you will help Deloitte stay on the cutting of edge of what is possible for our clients. You will be responsible for driving technical exploration, research, and development of quantum use cases that relate to computational biology. Additionally, you will lead conversations with researchers, clients, and our partners in the quantum ecosystem (e.g., hardware/software vendors, start-ups).
Work you’ll do
Design and develop algorithms, proof of concepts, prototypes and solutions to bring to market
Conduct technical research focused on understanding the “art of the possible” for our clients with regards to Quantum Computing and other quantum technologies (communication, sensing, etc.)
Design a roadmap for our clients’ future use of Quantum Computing and related technologies
Work with cross-industry leaders to identify business opportunities enabled by Quantum technologies
Engage with our Quantum Computing ecosystem
Support the development and delivery of Quantum Labs to help our clients understand how to think about – and leverage – quantum technologies and prepare for the future
Drive the development and application of digital twins to Human Phenome verticals as the scientific lead
Support LSHC projects, including Health Care Big Data, Model-Based Delivery System Design, and Health Care Science of Science
Work with global leadership and institute teams to develop quantum eminence and solutions that can be commercialized on a global scale
Qualifications
Required:
5+ years of relevant experience including hands-on experience running simulations on Quantum and high-performance computing (GPU) environments for corporate R&D, innovation labs, or academic research.
Degree in computational physics, computational chemistry or materials science, or related discipline.
Experience with material or chemical simulation using quantum or classical algorithms.
Knowledge of applying or developing quantum algorithms on quantum hardware for molecular simulation.
Experience with advanced ML/AI techniques in materials or drug discovery.
Proficient in a scientific programming environment (i.e. one or more of Julia, Python, Mathematica, MATLAB)
Experience developing and giving presentations to senior executives both technical and non-technical
Experience leading discussions with and advising senior executives in the pragmatic art of the possible based on real world experience
Publish peer-reviewed journals related to quantum chemistry, material simulation or drug discovery
Preferred:
Ability to grow new business relationships with senior (e.g., C-suite) stakeholders
Experience building strategic roadmaps and developing business cases
Experience with new product development and hybrid business models and corresponding go-to-market activation
Relevant industry experience in pharmaceutical industry, drug discovery or quantum startups
Professional Skills
Strong sense of intellectual curiosity
Self-starter, organized, focused with an entrepreneur mindset
Strong verbal and written communication skills
Willingness to learn continuously and mentor to share knowledge
Experience in community building
*Must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future.
The wage range for this role takes into account the wide range of factors that are considered in making compensation decisions including but not limited to skill sets; experience and training; licensure and certifications; and other business and organizational needs.  The disclosed range estimate has not been adjusted for any applicable geographic differential associated with the location at which the position may be filled.  At Deloitte, it is not typical for an individual to be hired at or near the top of the range for their role and compensation decisions are dependent on the facts and circumstances of each case.  A reasonable estimate of the current range is $109,000 to $199,000.
You may also be eligible to participate in a discretionary annual incentive program, subject to the rules governing the program, whereby an award, if any, depends on various factors, including, without limitation, individual and organizational performance.",Deloitte,apply.deloitte.com
17,3,95,evolutionQ,Intermediate/Senior Java Software Developer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ilA9NVTqMCs8JBmsRU7MOTiZjHVkNWWew6tIFW_hoOg2X4KtDnqH7NV-0dLOf6B22dbwB8p5WkiYZqYnSgLHKe_4oyXcrD6IKV30nfnZfb5THrihHtgzcGC7Dwl-112URs_9k1iopZI1-cnmidl0xAdQ==,,2022-08-26,https://evolutionq.com/quantum-safe-careers/position-software-developer.html,Intermediate/Senior Java Software Developer,,"Intermediate/Senior Java Software Developer
What you’ll be doing:
As a Software Developer, you will be part of a small team creating Spring Boot based microservices that are part of a large scale distributed quantum safe cryptographic solution. You will be working with cutting edge quantum hardware and relational databases to manage quantum safe data.
Do you have the right stuff?
You have a University Degree in Computer Science or equivalent combination of education and experience.
On a high level you would be working on a small team designing and building Spring Boot services to support the management and storage of quantum safe data of a large scale distributed solution. There is a mix of Rest API services and full stack Web GUI services.
You have 5+ years of experience developing Java/JEE applications (Java 1.8+, REST Web Services, Spring or Spring Boot, API design, Microservices Design, JSON, SQL, and relational databases)
You have experience designing, developing, securing and consuming REST Web services
You have experience working with microservices/services architectures and design
You have experience with relational databases.
You have solid understanding of OOP, developer written unit tests and test mocking.
You have knowledge of design patterns (MVC, Strategy, Factory, Singleton) and general design understanding.
You have a proficient understanding of SCM tools and best practices (e.g. Git, Maven)
Beneficial experience: Spring Cloud, Spring Batch, Spring Data JPA & Hibernate, mathematics education, symmetric and asymmetric cryptography, TLS, classical network operation and routing algorithms, web front end development, message queue frameworks, Junit, Mockito, and JMX.
Who are we?
evolutionQ is a privately owned, Canadian corporation headquartered in Kitchener, Ontario.
Powerful new quantum technologies promise tremendous benefits, but also pose serious threats to cybersecurity. evolutionQ is the first company worldwide dedicated to offering the full suite of services and products organizations need to manage their quantum risk and to deploy cyber tools designed to be safe against quantum computers in a timely and cost-effective manner.
evolutionQ was founded and is led by global leaders in quantum-safe cybersecurity credited with:
Leading fundamental research underpinning quantum-safe cybersecurity, including the development of quantum-resistant cryptography algorithms, and the development of quantum key distribution solutions
Co-founding the Institute for Quantum Computing in Waterloo
Initiating and driving global standardization efforts
Teaching and training the quantum-safe workforce
Transferring knowledge and technology to industry and government for over two decades
With a team of individuals with decades of experience bringing new cryptographic tools into wide-spread application, evolutionQ can evolve organizations to a quantum-safe position.
We thank all applicants for their interest; only those candidates selected for an interview will be contacted. evolutionQ is committed to an inclusive, equitable and accessible workplace. Accommodations are available on request for candidates taking part in the selection process.
Successful applicants will be required to undergo a pre-employment background check and may be subject to additional background checks from time to time during their employment.
Location: Kitchener, ON
Position type: Full-time permanent
To apply please submit your resume to careers@evolutionq.com",Evolutionq,evolutionq.com
18,1,112,Zapata Computing,Frontend Engineer (Visual Analytics),https://jobs.quantumapalooza.com/u/BgAAAAABjS-o7fhSYfQvPfiW85JJdpFDtoDdm9SH-HSqeKto0zXM3i4kbbfV_pbrqQz1sBd-sWiNXADwNzorDV6Sdy8dNOvm6fcTpW8EuEL2MstT-JLB93GtXHYw1BnEKwxi1_U-uqMKfZTxhq0tUbPqJumbsVyD5gw==,"Professional Services · Boston, Massachusetts",2022-08-19,https://zapata.bamboohr.com/jobs/view.php?id=189,Frontend Engineer (Visual Analytics),,"About Zapata Computing
Zapata Computing, Inc. is a quantum software, services, and applications company with a mission to accelerate the quantum revolution. We are developing a software platform to solve critical problems across a wide range of industries. Zapata’s quantum platform Orquestra® combines a powerful software platform and algorithm libraries to deliver real-world solutions across a full range of classical and quantum technologies.  We are fast-paced, highly collaborative, and cross-disciplinary. Our world-class team is creative, curious, and has a revolutionary mindset.  
  About our Collaboration with Andretti Autosport 
Zapata is the Official Quantum Computing and machine learning provider of Andretti Autosport. Working trackside from Zapata’s mobile Racing Analytics Command Center (RACC) Center, Andretti engineers leverage Zapata’s quantum platform, Orquestra®, to deliver a race day advantage through advanced analytics and quantum techniques. 
  About the Role  
Zapata is developing quantum algorithms to solve critical problems across a wide range of industries. This includes an ongoing partnership with Andretti Autosport, which leverages Zapata’s quantum platform, Orquestra®, to deliver a race day advantage through advanced analytics and quantum techniques. Orquestra® combines a powerful software platform and quantum algorithm libraries to deliver real-world solutions across a full range of classical and quantum technologies. As a visual analytics engineer embedded with the Andretti teams, you will work together with Andretti engineering and Zapata scientific teams to understand the data analytics needs of Andretti auto racing teams and design, develop and deploy new graphical user interfaces and visualization tools. 
  Key Responsibilities Include 
Work across the full stack with a focus on the front end, building high performance applications for Analytics and Simulation 
Develop new features and application development in support of rapidly emerging project requirements and insights for the Andretti racing teams  
Work with the engineering and science teams to create new data analytics and machine learning applications and improve existing ones, from conceptualization to deployment 
Ensure application performance, uptime and scale, maintaining high standards of code quality, documentation and thoughtful application design 
Support the migration of relational based database to a document based database. (SQL to NoSQL)
Design and develop dashboard for teams to pull current and historical data and be able to see it in various forms (graphs, charts, etc)
Work with agile development methodologies, adhering to best practices and implementing mission critical application  
Working alongside Andretti Autosport in Indianapolis and occasionally on site at races

Required Knowledge/Skills/Abilities  
Bachelor’s or Master’s degree in computer science or related area
7+ years of experience building complex analytics applications 
Experience building and designing real-time analytics frontends using web frameworks 
Experience with Electron application development 
Experience querying NoSQL data bases (eg: Couchbase, MongoDB)
Experience with HTML, CSS and Dashboard tools
Experience with time series databases and relational databases, query tools for unstructured data 
Experience working with telemetry data
Expert knowledge of JavaScript, React.js/Vue.js Python and one of the following: Go, Java, Rust, C/C++ 
Excellent debugging and optimization skills 
Unit/integration testing experience 

Desired Knowledge/Skills/Abilities  
Mechanical or aeronautical engineering experience a plus
Preferred experience working for or following IndyCar, Formula E or F1 racing; open to other motorsports

Why Join Zapata 
We are growing! We are still in early stages but are experiencing rapid growth. We welcome individuals who want to be a part of evolving technology, with teams of researchers, developers and inquisitive individuals working together to advance technology. Even though Zapata is primarily remote we intentionally foster a supportive and fun community with companywide and team events. We care about our employees’ health and well-being and offer great holiday and time off benefits, including a “summer shutdown” and end of the year closure.  
  Location: Hybrid; Indianapolis area. Working minimum one week per month on site with team and trackside for majority of IndyCar races (minimum 9 weekends).

Zapata is an equal opportunity employer and values diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. 

Learn more about our team and what we do here:

https://youtu.be/3WG5yfq7uX0",Bamboo,zapata.bamboohr.com
19,4,118,Xanadu,Senior Software Developer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-oz3Ja3C9mHXCZfK-l_cyqdGGwRM0Vs5BPDfUEM8XLyh2lauVcryvJBiLDyIl9emdXcS2ya0BbzI3c-gV8gUJ5pyBXjTZs07v-DOsQ4X5FgcLq8br2WqR6WZBDobT7Glct5Os154yzDaaTrYkE-afLcHA==,"Toronto, ON, Canada",2022-08-16,https://xanadu.applytojob.com/apply/ZEAeNomF05/Senior-Software-Engineer-Cloud,Senior Software Developer,Full Time,"Xanadu’s mission is to build quantum computers that are useful and available to people everywhere.
At Xanadu, we are learners, innovators, researchers, collaborators and problem solvers. We are creating something that has never been built before.  What we are doing is extremely hard, the classic moon shot. Few people in their life will be able to be a part of something like this, where if we are successful, the technologies we develop will solve some of the world’s most challenging problems, and literally change the world. And that is something to be excited about!
Your Role and Responsibilities
As a Senior Software Developer, you will help build a cloud platform allowing anyone worldwide to use Xanadu's quantum hardware. As a result, you will completely reshape the nature of computation as we know it. You will:
Design, create, build, maintain and expand Xanadu’s Cloud platform.
Add features to the job pipeline that allows users to execute their code on our quantum hardware.
Design a solid set of APIs for consumption by internal and external services and web front ends.
Work with a cross-functional team to drive forward the product roadmap and build great experiences for our users.
Take a technical leadership role and own a significant part of the domain.
Mentor other folks on the team.
Ensure high-quality production code by maintaining automated test coverage and a dynamic code review process.
Develop and improve processes to ensure developer efficiency and consistent product delivery
Perform DevOps tasks, such as maintaining our CI/CD pipeline using Github Actions.
At Xanadu, we primarily work with Python, but we use various tools, including C++, Go, Rust, Javascript, React, Postgres, Redis, Docker, CI pipelines, and multiple cloud platforms. We build using a distributed microservice model and constantly explore new technologies to add to our stack.
Basic qualifications and experience
BSc in Computer Science, Engineering, Physics, Math, or related field.
5+ years of software development experience.
Strong knowledge in modern development languages like Python, Go, or Rust.
Proficient in modern web frameworks.
Hands-on experience building large, fault-tolerant, distributed systems at scale.
Experience using Docker and deploying to cloud platforms like AWS or Google Cloud.
Product-minded approach to software development.
Self-driven to deliver high-quality solutions to our users.
Comfortable working in a fast-paced environment.
Strong communication and collaboration skills.
 Preferred qualifications and experience
Technical leadership experience.
Experience with GraphQL.
Proficient in front-end technologies such as Javascript, Typescript, and React.
Values
Our values are important. They are fundamental and lay the foundation for culture at Xanadu.
 At Xanadu, we are committed to building an inclusive, safe, and equitable culture and fostering an environment where our employees feel included, valued, and heard. We are committed to meeting the needs of all individuals and support a barrier-free workplace. Should you require accommodations at any point during the recruitment process please contact Human Resources at hr@xanadu.ai.",Xanadu,xanadu.applytojob.com
20,2,128,Quantinuum,Technical Project Manager - Quantum Machine Learning,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m0aUz2EVLGLNoY0dBndJVH8TuYXGllnWxi7P2hew_-Oi35jzso6CXumC56BmSMX_NCIheNbYXie8SqXgwp96qVVVGxOn6tcxFvcQvrkiv9Oa8knHgrfN6HKE8CpBweFjoEQIU_wP75a56502-TTXOr3A==,LONDON /,2022-08-07,https://jobs.eu.lever.co/cambridgequantum/0706570b-e2ad-4bca-b6a7-56b56c541f8f,Technical Project Manager - Quantum Machine Learning,FULL-TIME,"We are expanding the Machine Learning and Quantum Algorithms team with a Project Manager. In this role you will be responsible for supporting and managing technical client projects that apply quantum computing to use cases in machine learning, optimisation and simulation.

You will support scientific project managers in formulating technical project proposals, reporting progress and preparing technical workshops. Your enthusiasm for quantum computing applications will help you shape projects through their full lifecycle, often supporting the business development team from pre-sales stage through to delivery with client-facing interaction.

This role is embedded in a team of applied scientists and researchers. The team focuses on making the most of today’s quantum computers with innovative quantum algorithms and a view towards early applications developed in collaboration with some of the largest global enterprises.
Key responsibilities
Prepare and lead technical client meetings and workshops
Support scientific project managers in formulating proposals, statements of work, technical presentations
Prepare and document project status meetings, support project progress reporting
Support applied researchers in compiling technical and scientific project reports
Develop and maintain tools and processes for project tracking, milestones, deliverables
Distil and contextualise quantum computing research for non-specialist audience
You must have
Masters degree in physics, mathematics, computer science or related field
Significant experience with quantum computing and its use cases through degree work, research, hackathons, etc.
Excellent written and verbal communication skills
Enthusiasm for client-facing interactions
Preferred qualifications
PhD related to quantum computing
2+ years of experience in a consulting or professional services role with a track record of delivering technical projects
Hands-on experience with quantum algorithms for machine learning, optimisation and simulation
Experience with project management, e.g. PMI, PRINCE2 etc.
What is in it for you?
Working alongside a highly talented team, with leading names in the quantum computing industry. We offer a highly competitive package, equity, 28 days of paid holiday (in addition to public holidays), a workplace pension, a positive approach to flexible working and enhanced parental and adoption benefits.

About Us:

Science Led and Enterprise Driven. 

Our team of scientists is leading the way in the development of quantum computing. The world’s largest integrated quantum computing company, we united Cambridge Quantum’s advanced software development with Honeywell Quantum Solutions’ high-fidelity hardware to accelerate quantum computing. With full-stack technology, we’re scaling quantum computing and developing applications to solve the world’s most pressing challenges. We could be even better with you!

At Quantinuum, we believe quantum information systems will revolutionize the way we work and live. We are leading the way by helping our customers develop quantum-enabled solutions that provide a competitive-edge in their markets. 

We’re hiring the world’s best talent to make it happen. Join us! https://www.youtube.com/watch?v=ErQOKNC2O38  

Please note that employment with us is subject to successfully passing our pre-employment screening checks. We are an inclusive equal opportunity employer. You will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, or veteran status.
APPLY FOR THIS JOB",Lever,jobs.eu.lever.co
