,Title,Organisation ID,Organisation Name,Organisation Profile,Posted By - Name,Posted By - Profile,Short description,Location,Remote work allowed,Benefits,Workplace type,Description,Seniority level,Under 10 applications,Job functions,Date posted,Date expires,Industry,Source domain,Easy apply,Job type,Industry.1,Link,key,real_link,title,location,company,position,type,description
523,Partner Strategy Lead Security,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Bremen, Bremen, Germany",,,Hybrid,,,,,2022-10-05 14:09:16,2022-10-05 14:14:24,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3299458905,www.linkedin.com,https://www.linkedin.com/jobs/view/3299458905,,,,,,
524,Senior Consultant Wasserstoffwirtschaft (w/m/d),b3JnOjgwNTM3MDgx,EY,,,,-,"Munich, Bavaria, Germany",,,,,,,,2022-09-29 15:29:33,2022-10-05 14:14:24,,careers.ey.com,NO,,,https://www.linkedin.com/jobs/view/3294679588,www.linkedin.com,https://www.linkedin.com/jobs/view/3294679588,,,,,,
525,eGovernment Consultant (m/w/d),b3JnOjEzMDgy,Atos,,,,-,"Pforzheim, Baden-Württemberg, Germany",,,On-site,,,,,2022-09-29 12:11:09,2022-10-05 14:14:24,,jobs.atos.net,NO,,,https://www.linkedin.com/jobs/view/3290710733,www.linkedin.com,https://www.linkedin.com/jobs/view/3290710733,,,,,,
526,Manager / Agile Coach Medical Engineering (m/w/d) in Köln,b3JnOjE2MjQ3,Deloitte,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-17 17:27:12,2022-10-05 14:14:24,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3269102022,www.linkedin.com,https://www.linkedin.com/jobs/view/3269102022,,,,,,
527,Senior Consultant Wasserstoffwirtschaft (w/m/d),b3JnOjgwNTM3MDgx,EY,,,,-,"Berlin, Berlin, Germany",,,,,,,,2022-09-29 15:29:33,2022-10-05 14:14:24,,careers.ey.com,NO,,,https://www.linkedin.com/jobs/view/3294682410,www.linkedin.com,https://www.linkedin.com/jobs/view/3294682410,,,,,,
528,(Junior) Consultant - Luftfahrt/ Aviation (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Bremen, Bremen, Germany",,,On-site,,,,,2022-10-01 03:19:32,2022-10-05 14:14:24,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296788497,www.linkedin.com,https://www.linkedin.com/jobs/view/3296788497,,,,,,
529,Internship - BI Solution Architect (m/f/d),b3JnOjE1OTU4Mw==,adidas,,,,-,"Herzogenaurach, Bavaria, Germany",,,On-site,,,,,2022-10-01 17:35:41,2022-10-05 14:14:24,,jobs.adidas-group.com,NO,,,https://www.linkedin.com/jobs/view/3293086918,www.linkedin.com,https://www.linkedin.com/jobs/view/3293086918,,,,,,
530,Experienced Enovia Training Instructor,b3JnOjcxMw==,Boeing,,,,-,"Rzeszów, Podkarpackie, Poland",,,,,,,,2022-09-28 05:29:40,2022-10-05 14:14:24,,jobs.boeing.com,NO,,,https://www.linkedin.com/jobs/view/3291792046,www.linkedin.com,https://www.linkedin.com/jobs/view/3291792046,,,,,,
531,Lecturer - Bachelor of International Public Health program,b3JnOjE3NTMz,UNSW,,,,-,"Stockholm, Stockholm County, Sweden",,,On-site,,,,,2022-09-30 04:42:04,2022-10-05 14:14:24,,external-careers.jobs.unsw.edu.au,NO,,,https://www.linkedin.com/jobs/view/3295322337,www.linkedin.com,https://www.linkedin.com/jobs/view/3295322337,,,,,,
532,Beleidsmedewerker kennisveiligheid,b3JnOjQ4MDczNQ==,Radboud University,,,,-,"Nijmegen, Gelderland, Netherlands",,,On-site,,,,,2022-09-29 22:52:02,2022-10-05 14:14:24,,www.ru.nl,NO,,,https://www.linkedin.com/jobs/view/3291607955,www.linkedin.com,https://www.linkedin.com/jobs/view/3291607955,,,,,,
533,University Assistant/Associate Professor in Quantum Engineering,b3JnOjkyMzk=,University of Cambridge,,,,-,"Cambridge, England, United Kingdom",,,On-site,,,,,2022-10-02 04:40:42,2022-10-05 14:14:24,,www.jobs.cam.ac.uk,NO,,,https://www.linkedin.com/jobs/view/3294122824,www.linkedin.com,https://www.linkedin.com/jobs/view/3294122824,,,,,,
534,Export Coordinator,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-14 14:47:51,2022-10-05 14:14:24,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3262851950,www.linkedin.com,https://www.linkedin.com/jobs/view/3262851950,,,,,,
535,September 2023 Start Project Manager Graduate Development Programme (GDP) NSC,b3JnOjExNTc0Nw==,Raytheon Intelligence & Space,,,,-,"Gloucester, England, United Kingdom",,,,,,,,2022-09-23 00:00:00,2022-10-05 14:14:24,,careers.rtx.com,NO,,,https://www.linkedin.com/jobs/view/3284375797,www.linkedin.com,https://www.linkedin.com/jobs/view/3284375797,,,,,,
536,Postdoctoral fellow in cryo-EM of human DNA replication,b3JnOjIxMTA5NQ==,KAUST (King Abdullah University of Science and Technology),,,,-,"Thuwal, Makkah, Saudi Arabia",,,On-site,,,,,2022-08-14 11:12:51,2022-10-05 14:14:24,,apply.interfolio.com,NO,,,https://www.linkedin.com/jobs/view/3258906945,www.linkedin.com,https://www.linkedin.com/jobs/view/3258906945,,,,,,
537,Entry-Level Systems Engineer,b3JnOjEyMzU3Mg==,General Dynamics Mission Systems,,,,-,"Pittsfield, MA",,,Hybrid,,,,,2022-09-23 22:00:00,2022-10-05 14:14:24,,https://careers-gdms.icims.com,NO,,,https://www.linkedin.com/jobs/view/3284357729,www.linkedin.com,https://www.linkedin.com/jobs/view/3284357729,,,,,,
538,Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,b3JnOjg0ODc=,Northeastern University,,,,-,"Burlington, MA",,,On-site,,,,,2022-08-28 18:40:01,2022-10-05 14:14:24,,northeastern.wd1.myworkdayjobs.com,NO,,,https://www.linkedin.com/jobs/view/3281693056,www.linkedin.com,https://www.linkedin.com/jobs/view/3281693056,,,,,,
539,Quantum Software Developer,b3JnOjcyNzczNTEw,Multiverse Computing,,,,-,"Álava, Principality of Asturias, Spain",,,,,,,,2022-09-24 00:00:00,2022-10-05 14:14:24,,www.buscojobs.com.es,NO,,,https://www.linkedin.com/jobs/view/3286072161,www.linkedin.com,https://www.linkedin.com/jobs/view/3286072161,,,,,,
540,Project Management,b3JnOjU5NDM=,IBM,,,,-,"Chengdu, Sichuan, China",,,On-site,,,,,2022-09-22 22:42:51,2022-10-05 14:14:24,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3275832524,www.linkedin.com,https://www.linkedin.com/jobs/view/3275832524,,,,,,
541,Data Scientist - 2023 Entry Level Sales,b3JnOjU5NDM=,IBM,,,,-,"Washington, DC",,,,,,,,2022-10-03 00:00:00,2022-10-05 14:14:24,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3293857791,www.linkedin.com,https://www.linkedin.com/jobs/view/3293857791,,,,,,
542,Project Management,b3JnOjU5NDM=,IBM,,,,-,"Chengdu, Sichuan, China",,,On-site,,,,,2022-09-22 22:42:49,2022-10-05 14:14:24,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3275834413,www.linkedin.com,https://www.linkedin.com/jobs/view/3275834413,,,,,,
543,Administrative Assistant,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-20 14:50:44,2022-10-05 14:14:24,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3274233724,www.linkedin.com,https://www.linkedin.com/jobs/view/3274233724,,,,,,
544,Research Engineer | Remote | Part-time,b3JnOjgwNjU1NTY0,DoraHacks,,,,-,Christchurch Metropolitan Area,,,Remote,,,,,2022-08-15 15:21:32,2022-10-05 14:14:24,,jobs.lever.co,NO,,,https://www.linkedin.com/jobs/view/3253595639,www.linkedin.com,https://www.linkedin.com/jobs/view/3253595639,,,,,,
545,Research Assistant (Quantum photonics),b3JnOjMzMzE4NA==,Nanyang Technological University Singapore,,,,-,"Singapore, Singapore",,,On-site,,,,,2022-09-06 14:27:57,2022-10-05 14:14:24,,ntu.wd3.myworkdayjobs.com,NO,,,https://www.linkedin.com/jobs/view/3271968889,www.linkedin.com,https://www.linkedin.com/jobs/view/3271968889,,,,,,
546,Partner Strategy Lead Security,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Rhineland-Palatinate, Germany",,,Hybrid,,,,,2022-10-05 14:09:17,2022-10-05 14:14:27,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3299457897,www.linkedin.com,https://www.linkedin.com/jobs/view/3299457897,,,,,,
547,Partner Strategy Lead Security,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Bremen, Bremen, Germany",,,Hybrid,,,,,2022-10-05 14:09:16,2022-10-05 14:14:27,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3299458905,www.linkedin.com,https://www.linkedin.com/jobs/view/3299458905,,,,,,
548,Senior Consultant Wasserstoffwirtschaft (w/m/d),b3JnOjgwNTM3MDgx,EY,,,,-,"Munich, Bavaria, Germany",,,,,,,,2022-09-29 15:29:33,2022-10-05 14:14:27,,careers.ey.com,NO,,,https://www.linkedin.com/jobs/view/3294679588,www.linkedin.com,https://www.linkedin.com/jobs/view/3294679588,,,,,,
549,eGovernment Consultant (m/w/d),b3JnOjEzMDgy,Atos,,,,-,"Pforzheim, Baden-Württemberg, Germany",,,On-site,,,,,2022-09-29 12:11:09,2022-10-05 14:14:27,,jobs.atos.net,NO,,,https://www.linkedin.com/jobs/view/3290710733,www.linkedin.com,https://www.linkedin.com/jobs/view/3290710733,,,,,,
550,Manager / Agile Coach Medical Engineering (m/w/d) in Köln,b3JnOjE2MjQ3,Deloitte,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-17 17:27:12,2022-10-05 14:14:27,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3269102022,www.linkedin.com,https://www.linkedin.com/jobs/view/3269102022,,,,,,
551,Senior Consultant Wasserstoffwirtschaft (w/m/d),b3JnOjgwNTM3MDgx,EY,,,,-,"Berlin, Berlin, Germany",,,,,,,,2022-09-29 15:29:33,2022-10-05 14:14:27,,careers.ey.com,NO,,,https://www.linkedin.com/jobs/view/3294682410,www.linkedin.com,https://www.linkedin.com/jobs/view/3294682410,,,,,,
552,(Junior) Consultant - Luftfahrt/ Aviation (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Bremen, Bremen, Germany",,,On-site,,,,,2022-10-01 03:19:32,2022-10-05 14:14:27,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296788497,www.linkedin.com,https://www.linkedin.com/jobs/view/3296788497,,,,,,
553,Internship - BI Solution Architect (m/f/d),b3JnOjE1OTU4Mw==,adidas,,,,-,"Herzogenaurach, Bavaria, Germany",,,On-site,,,,,2022-10-01 17:35:41,2022-10-05 14:14:27,,jobs.adidas-group.com,NO,,,https://www.linkedin.com/jobs/view/3293086918,www.linkedin.com,https://www.linkedin.com/jobs/view/3293086918,,,,,,
554,Experienced Enovia Training Instructor,b3JnOjcxMw==,Boeing,,,,-,"Rzeszów, Podkarpackie, Poland",,,,,,,,2022-09-28 05:29:40,2022-10-05 14:14:27,,jobs.boeing.com,NO,,,https://www.linkedin.com/jobs/view/3291792046,www.linkedin.com,https://www.linkedin.com/jobs/view/3291792046,,,,,,
555,Lecturer - Bachelor of International Public Health program,b3JnOjE3NTMz,UNSW,,,,-,"Stockholm, Stockholm County, Sweden",,,On-site,,,,,2022-09-30 04:42:04,2022-10-05 14:14:27,,external-careers.jobs.unsw.edu.au,NO,,,https://www.linkedin.com/jobs/view/3295322337,www.linkedin.com,https://www.linkedin.com/jobs/view/3295322337,,,,,,
556,Beleidsmedewerker kennisveiligheid,b3JnOjQ4MDczNQ==,Radboud University,,,,-,"Nijmegen, Gelderland, Netherlands",,,On-site,,,,,2022-09-29 22:52:02,2022-10-05 14:14:27,,www.ru.nl,NO,,,https://www.linkedin.com/jobs/view/3291607955,www.linkedin.com,https://www.linkedin.com/jobs/view/3291607955,,,,,,
557,University Assistant/Associate Professor in Quantum Engineering,b3JnOjkyMzk=,University of Cambridge,,,,-,"Cambridge, England, United Kingdom",,,On-site,,,,,2022-10-02 04:40:42,2022-10-05 14:14:27,,www.jobs.cam.ac.uk,NO,,,https://www.linkedin.com/jobs/view/3294122824,www.linkedin.com,https://www.linkedin.com/jobs/view/3294122824,,,,,,
558,Export Coordinator,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-14 14:47:51,2022-10-05 14:14:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3262851950,www.linkedin.com,https://www.linkedin.com/jobs/view/3262851950,,,,,,
559,September 2023 Start Project Manager Graduate Development Programme (GDP) NSC,b3JnOjExNTc0Nw==,Raytheon Intelligence & Space,,,,-,"Gloucester, England, United Kingdom",,,,,,,,2022-09-23 00:00:00,2022-10-05 14:14:27,,careers.rtx.com,NO,,,https://www.linkedin.com/jobs/view/3284375797,www.linkedin.com,https://www.linkedin.com/jobs/view/3284375797,,,,,,
560,Postdoctoral fellow in cryo-EM of human DNA replication,b3JnOjIxMTA5NQ==,KAUST (King Abdullah University of Science and Technology),,,,-,"Thuwal, Makkah, Saudi Arabia",,,On-site,,,,,2022-08-14 11:12:51,2022-10-05 14:14:27,,apply.interfolio.com,NO,,,https://www.linkedin.com/jobs/view/3258906945,www.linkedin.com,https://www.linkedin.com/jobs/view/3258906945,,,,,,
561,Entry-Level Systems Engineer,b3JnOjEyMzU3Mg==,General Dynamics Mission Systems,,,,-,"Pittsfield, MA",,,Hybrid,,,,,2022-09-23 22:00:00,2022-10-05 14:14:27,,https://careers-gdms.icims.com,NO,,,https://www.linkedin.com/jobs/view/3284357729,www.linkedin.com,https://www.linkedin.com/jobs/view/3284357729,,,,,,
562,Open Rank: Assistant/Associate/Full Professor - Multidisciplinary/Quantum Initiative,b3JnOjg0ODc=,Northeastern University,,,,-,"Burlington, MA",,,On-site,,,,,2022-08-28 18:40:01,2022-10-05 14:14:27,,northeastern.wd1.myworkdayjobs.com,NO,,,https://www.linkedin.com/jobs/view/3281693056,www.linkedin.com,https://www.linkedin.com/jobs/view/3281693056,,,,,,
563,Quantum Software Developer,b3JnOjcyNzczNTEw,Multiverse Computing,,,,-,"Álava, Principality of Asturias, Spain",,,,,,,,2022-09-24 00:00:00,2022-10-05 14:14:27,,www.buscojobs.com.es,NO,,,https://www.linkedin.com/jobs/view/3286072161,www.linkedin.com,https://www.linkedin.com/jobs/view/3286072161,,,,,,
564,Project Management,b3JnOjU5NDM=,IBM,,,,-,"Chengdu, Sichuan, China",,,On-site,,,,,2022-09-22 22:42:51,2022-10-05 14:14:27,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3275832524,www.linkedin.com,https://www.linkedin.com/jobs/view/3275832524,,,,,,
565,Data Scientist - 2023 Entry Level Sales,b3JnOjU5NDM=,IBM,,,,-,"Washington, DC",,,,,,,,2022-10-03 00:00:00,2022-10-05 14:14:27,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3293857791,www.linkedin.com,https://www.linkedin.com/jobs/view/3293857791,,,,,,
566,Project Management,b3JnOjU5NDM=,IBM,,,,-,"Chengdu, Sichuan, China",,,On-site,,,,,2022-09-22 22:42:49,2022-10-05 14:14:27,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3275834413,www.linkedin.com,https://www.linkedin.com/jobs/view/3275834413,,,,,,
567,Administrative Assistant,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-20 14:50:44,2022-10-05 14:14:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3274233724,www.linkedin.com,https://www.linkedin.com/jobs/view/3274233724,,,,,,
568,Research Engineer | Remote | Part-time,b3JnOjgwNjU1NTY0,DoraHacks,,,,-,Christchurch Metropolitan Area,,,Remote,,,,,2022-08-15 15:21:32,2022-10-05 14:14:27,,jobs.lever.co,NO,,,https://www.linkedin.com/jobs/view/3253595639,www.linkedin.com,https://www.linkedin.com/jobs/view/3253595639,,,,,,
569,Research Assistant (Quantum photonics),b3JnOjMzMzE4NA==,Nanyang Technological University Singapore,,,,-,"Singapore, Singapore",,,On-site,,,,,2022-09-06 14:27:57,2022-10-05 14:14:27,,ntu.wd3.myworkdayjobs.com,NO,,,https://www.linkedin.com/jobs/view/3271968889,www.linkedin.com,https://www.linkedin.com/jobs/view/3271968889,,,,,,
570,Partner Strategy Lead Security,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Hesse, Germany",,,Hybrid,,,,,2022-10-05 14:09:16,2022-10-05 14:14:27,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3299456964,www.linkedin.com,https://www.linkedin.com/jobs/view/3299456964,,,,,,
571,Senior Consultant Wasserstoffwirtschaft (w/m/d),b3JnOjgwNTM3MDgx,EY,,,,-,"Eschborn, Hesse, Germany",,,,,,,,2022-09-29 15:29:33,2022-10-05 14:14:27,,careers.ey.com,NO,,,https://www.linkedin.com/jobs/view/3294680496,www.linkedin.com,https://www.linkedin.com/jobs/view/3294680496,,,,,,
572,Site Manager - Magdeburg,b3JnOjMwNDYxNQ==,Amazon,,,,-,"Magdeburg, Saxony-Anhalt, Germany",,,,,,,,2022-09-20 02:35:25,2022-10-05 14:14:27,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3271167960,www.linkedin.com,https://www.linkedin.com/jobs/view/3271167960,,,,,,
573,Trainee IT Change Management / Organisationsentwicklung (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Düsseldorf, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-23 03:31:13,2022-10-05 14:14:27,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3284490292,www.linkedin.com,https://www.linkedin.com/jobs/view/3284490292,,,,,,
574,Manager Forschung und Entwicklung Quantencomputing (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-30 15:20:44,2022-10-05 14:14:27,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296430812,www.linkedin.com,https://www.linkedin.com/jobs/view/3296430812,,,,,,
575,Manager / Agile Coach Medical Engineering (m/w/d) in München,b3JnOjE2MjQ3,Deloitte,,,,-,"Munich, Bavaria, Germany",,,On-site,,,,,2022-09-17 17:27:27,2022-10-05 14:14:27,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3269101053,www.linkedin.com,https://www.linkedin.com/jobs/view/3269101053,,,,,,
576,Manager / Agile Coach Medical Engineering (m/w/d),b3JnOjE2MjQ3,Deloitte,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-17 17:27:25,2022-10-05 14:14:27,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3269102020,www.linkedin.com,https://www.linkedin.com/jobs/view/3269102020,Manager / Agile Coach Medical Engineering (m/w/d),"Berlin, Berlin, Allemagne",Deloitte,,Temps plein,"Du machst den Unterschied. Ob im Business Audit & Assurance, Risk Advisory, Tax & Legal, Financial Advisory oder Consulting: Wir bei Deloitte unterstützen unsere weltweiten Mandanten dabei, sich kontinuierlich weiterzuentwickeln. Entdecke ein vielfältiges Arbeitsumfeld, das ständig in Bewegung ist und immer um ein Zentrum kreist: dich und dein Know-how. What impact will you make?

Du willst im Bereich zu einer sicheren digitalen Transformation beitragen? Unser globales Expert:innen-Team unterstützt Kunden mit technischer und strategischer Expertise ganzheitlich bei allen relevanten Aspekten zum Thema Cyber Security: Von der Gestaltung sicherer Geschäftsprozesse über die Verwendung innovativer Technologien bis hin zur Durchführung von Trainings und Awarenesskampagnen. Sichere unseren gemeinsamen Erfolg und mach mit uns den Unterschied: als

Standorte: .


Als Manager / Agile Coach Medical Engineering (m/w/d) berätst du Kunden im Bereich Life Science und Health Care zur Umsetzung belastbarer agiler Engineering- und Organisationsansätzen – und trägst so zu mehr Effektivität sowie zeitgemäßen, innovativen Strukturen, Prozessen und Produkten bei.







Unser Recruiting-Team freut sich auf deine Bewerbungsunterlagen (CV sowie Abitur-, Hochschul- und Arbeitszeugnisse) über unser Online-Formular. Ein Anschreiben ist nicht notwendig.

Wir freuen uns über Bewerbungen von Menschen, die so vielfältig sind wie wir – unabhängig von Alter, Behinderung, ethnischer Herkunft und Nationalität, Geschlecht, Religion, sexueller Orientierung oder sozialer Herkunft. Alle Infos zu unserem Bewerbungsprozess findest du in unseren

Job-ID: 44841"
577,KONSTRUKTÖR TILL SKÖVDE,b3JnOjM3ODM2Nw==,TMC,,,,-,"Skövde, Vastra Gotaland County, Sweden",,,On-site,,,,,2022-09-28 14:39:50,2022-10-05 14:14:27,,,NO,,,https://www.linkedin.com/jobs/view/3289541246,www.linkedin.com,https://www.linkedin.com/jobs/view/3289541246,,,,,,
578,Pipeline to Pathways: Area Manager,b3JnOjMwNDYxNQ==,Amazon,,,,-,"Berlin, Berlin, Germany",,,,,,,,2022-09-27 20:29:57,2022-10-05 14:14:27,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3277774449,www.linkedin.com,https://www.linkedin.com/jobs/view/3277774449,,,,,,
579,"Program Manager Learning Solutions, PARS Knowledgement Management",b3JnOjMwNDYxNQ==,Amazon,,,,-,"Luxembourg, Luxembourg, Luxembourg",,,,,,,,2022-09-24 02:17:55,2022-10-05 14:14:27,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3284376886,www.linkedin.com,https://www.linkedin.com/jobs/view/3284376886,"Program Manager Learning Solutions, PARS Knowledgement Management","Luxembourg, Luxembourg, Luxembourg",Amazon,,Temps plein,"Job Summary

DESCRIPTION

Are you someone who is passionate about technology and developing innovative strategies to provide world-class learning and knowledge to employees?

The Operations Risk and Compliance Talent Development team creates learning solutions that facilitate knowledge transfer and optimize individual and organizational performance to achieve Worldwide Operations business goals.

Talent Development team is seeking a Program Manager to implement the learning and knowledge solutions to employees. This is a unique opportunity to join a team of builders, and design solutions for challenging business problems, processes, and platforms.

The Program Manager will execute the learning and knowledge strategy to implement new tools and products. They will evaluate how to best deploy and scale established and emerging technologies, and will help build the roadmap to overhaul our platforms and systems. They will simplify existing solutions and processes, and design new solutions that are secure, scalable, reliable, and performant.

The Program Manager will dive deep to better understand the customer, their business needs, and their technology challenges. They will collaborate, across functions and regions, with key stakeholders, customers and internal teams, to influence technology decisions to meet business objectives.

Key job responsibilities






Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice (https://www.amazon.jobs/en/privacy_page) to know more about how we collect, use and transfer the personal data of our candidates.


- Amazon EU SARL

Job ID: A2250711"
580,Trainee IT Change Management / Organisationsentwicklung (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Munich, Bavaria, Germany",,,On-site,,,,,2022-09-23 03:31:10,2022-10-05 14:14:27,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3284490291,www.linkedin.com,https://www.linkedin.com/jobs/view/3284490291,,,,,,
581,"Analytical Consultant, Data and Insights (Fixed-Term Contract)",b3JnOjYwMDE3NTY1,Google,,,,-,"Hamburg, Hamburg, Germany",,,,,,,,2022-09-21 12:21:37,2022-10-05 14:14:27,,careers.google.com,NO,,,https://www.linkedin.com/jobs/view/3277909394,www.linkedin.com,https://www.linkedin.com/jobs/view/3277909394,,,,,,
582,Payroll Technician,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-14 14:47:48,2022-10-05 14:14:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3262854259,www.linkedin.com,https://www.linkedin.com/jobs/view/3262854259,,,,,,
583,Assistant/Associate/Professor - Physics,b3JnOjEyMzI5MA==,The University of Texas at Dallas,,,,-,"Richardson, TX",,,On-site,,,,,2022-09-15 21:51:34,2022-10-05 14:14:27,,www.careerarc.com,NO,,,https://www.linkedin.com/jobs/view/3270149510,www.linkedin.com,https://www.linkedin.com/jobs/view/3270149510,,,,,,
584,"Global Technology Strategy, Senior Associate",b3JnOjE1NTMz,JPMorgan Chase & Co.,,,,-,"New York, NY",,,,,,,,2022-10-05 04:58:30,2022-10-05 14:14:27,,ars2.equest.com,NO,,,https://www.linkedin.com/jobs/view/3295284701,www.linkedin.com,https://www.linkedin.com/jobs/view/3295284701,,,,,,
585,Project Coordinator I - Quantum R&D,b3JnOjEwOTQwNzg=,Pride Mobility Products Corporation,,,,-,"Duryea, PA",,,On-site,,,,,2022-08-29 03:10:51,2022-10-05 14:14:27,,recruiting.ultipro.com,NO,,,https://www.linkedin.com/jobs/view/3284486991,www.linkedin.com,https://www.linkedin.com/jobs/view/3284486991,,,,,,
586,Professional Research Assistant/Senior Professional Research Assistant,b3JnOjI0MjQ4,University of Colorado Boulder,,,,-,"Boulder, CO",,,On-site,,,,,2022-09-20 22:09:39,2022-10-05 14:14:27,,jobs.colorado.edu,NO,,,https://www.linkedin.com/jobs/view/3270593110,www.linkedin.com,https://www.linkedin.com/jobs/view/3270593110,,,,,,
587,Mechanical Engineer (Entry level),b3JnOjEwOTQyMg==,Keysight Technologies,,,,-,"Colorado Springs, CO",,,,,,,,2022-09-28 18:44:06,2022-10-05 14:14:27,,jobs.keysight.com,NO,,,https://www.linkedin.com/jobs/view/3238247132,www.linkedin.com,https://www.linkedin.com/jobs/view/3238247132,,,,,,
588,Career Services Coordinator,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-10-03 20:44:30,2022-10-05 14:14:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3293807434,ca.linkedin.com,https://ca.linkedin.com/jobs/view/career-services-coordinator-at-quantum-management-services-ltd-3320184680,Career Services Coordinator,"Montréal, Québec, Canada",Les Services de gestion Quantum ltée,,Stagiaire / Alternant,"Position: Career Services Coordinator

Location: Montreal

Do you have experience in career counseling or staffing? Would you like to work in the academic environment? Are you an approachable person who enjoys helping those around you? Are you looking for a downtown position?

Our client, a post-secondary institute is looking for a










Please send your resume in Word format to Guillermo Ovalle at guillermo.ovalle@quantum.ca .

For more details, click here . Conditions apply.

We’re also bringing the interviews to you by various web applications, virtually! Contact us today for your next opportunity."
